;Actor;Sex;Emotion;Intensity;Statement;Reps;File;No. Samples;Duration;1st Lyapunov Exponent;2nd Lyapunov Exponent;3rd Lyapunov Exponent;4th Lyapunov Exponent;Sample Rate
20;Actor_01;Man;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-01.wav;84610;3.83718820861678;0.19243237;0.046724353;-0.054832928;-0.22502258;10000.03
21;Actor_01;Man;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-01.wav;78724;3.570249433106576;0.20197229;0.052771173;-0.054780133;-0.23058286;9999.861
22;Actor_01;Man;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-01.wav;77253;3.5035374149659866;0.17908894;0.042573433;-0.05638681;-0.22975218;9999.894
23;Actor_01;Man;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-01.wav;74310;3.3700680272108845;0.19813785;0.047341205;-0.05888459;-0.23235252;9999.798
24;Actor_01;Man;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-01.wav;83874;3.803809523809524;0.18369412;0.04615149;-0.056735758;-0.22585674;9999.975
25;Actor_01;Man;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-01.wav;81667;3.703718820861678;0.18827085;0.043741442;-0.059096374;-0.22655609;9999.949
26;Actor_01;Man;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-01.wav;82403;3.737097505668934;0.19397795;0.05030366;-0.05474066;-0.2279468;10000.007
27;Actor_01;Man;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-01.wav;82403;3.737097505668934;0.20555057;0.054734208;-0.058433134;-0.23635817;10000.007
28;Actor_01;Man;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-01.wav;85346;3.870566893424036;0.15566397;0.03912633;-0.055102397;-0.21059088;9999.827
29;Actor_01;Man;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-01.wav;86817;3.937278911564626;0.15795226;0.0401159;-0.05580792;-0.21739714;9999.8
30;Actor_01;Man;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-01.wav;77253;3.5035374149659866;0.18974063;0.04948184;-0.0522694;-0.22583766;9999.894
31;Actor_01;Man;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-01.wav;82403;3.737097505668934;0.14582504;0.036340352;-0.053298086;-0.20568813;10000.007
32;Actor_01;Man;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-01.wav;90496;4.104126984126984;0.111154094;0.024106119;-0.05263933;-0.19365732;9999.935
33;Actor_01;Man;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-01.wav;96382;4.3710657596371885;0.08278087;0.016813664;-0.049312472;-0.18056238;9999.85
34;Actor_01;Man;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-01.wav;91231;4.1374603174603175;0.078630544;0.013395139;-0.05169134;-0.18044177;9999.8545
35;Actor_01;Man;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-01.wav;97853;4.437777777777778;0.06330611;0.0076046996;-0.05216445;-0.17270365;9999.825
36;Actor_01;Man;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-01.wav;80931;3.670340136054422;0.16937427;0.043729477;-0.051556725;-0.21307932;9999.891
37;Actor_01;Man;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-01.wav;80196;3.637006802721088;0.19165172;0.056736976;-0.0487139;-0.21915342;9999.981
38;Actor_01;Man;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-01.wav;75781;3.436780045351474;0.17808674;0.0492679;-0.050596796;-0.21238627;9999.768
39;Actor_01;Man;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-01.wav;81667;3.703718820861678;0.17565991;0.043282364;-0.054104164;-0.21817361;9999.949
40;Actor_01;Man;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-01.wav;110361;5.005034013605442;0.08131735;0.018319;-0.047674265;-0.17743023;9999.932
41;Actor_01;Man;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-01.wav;93439;4.237596371882086;0.07856056;0.014882876;-0.048805043;-0.17475806;10000.009
42;Actor_01;Man;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-01.wav;87553;3.970657596371882;0.073414564;0.015850957;-0.048925303;-0.17581964;9999.8545
43;Actor_01;Man;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-01.wav;86082;3.903945578231293;0.08580735;0.0193193;-0.047467366;-0.17669477;9999.883
44;Actor_01;Man;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-01.wav;85345;3.870521541950113;0.15080376;0.03825666;-0.05285649;-0.20653161;9999.944
45;Actor_01;Man;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-01.wav;86081;3.9039002267573695;0.16583896;0.04230547;-0.053980935;-0.21675484;9999.999
46;Actor_01;Man;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-01.wav;86081;3.9039002267573695;0.18141136;0.0454351;-0.052718695;-0.22171567;9999.999
47;Actor_01;Man;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-01.wav;84610;3.83718820861678;0.2004079;0.050534364;-0.05582614;-0.23417501;10000.03
48;Actor_01;Man;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-01.wav;94910;4.304308390022676;0.120198384;0.029892676;-0.04912132;-0.19147438;9999.98
49;Actor_01;Man;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-01.wav;90496;4.104126984126984;0.14479494;0.03726043;-0.054620128;-0.20653793;9999.935
50;Actor_01;Man;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-01.wav;89025;4.037414965986395;0.16048501;0.044907346;-0.047135025;-0.20503356;9999.963
51;Actor_01;Man;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-01.wav;96382;4.3710657596371885;0.1741396;0.04859761;-0.052163836;-0.2217037;9999.85
52;Actor_01;Man;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-01.wav;75045;3.4034013605442177;0.20336238;0.05073185;-0.05844742;-0.23256741;9999.996
53;Actor_01;Man;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-01.wav;72102;3.269931972789116;0.20005955;0.04510771;-0.059306342;-0.23428008;9999.902
54;Actor_01;Man;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-01.wav;77989;3.5369160997732427;0.2023645;0.050693758;-0.05762388;-0.229718;9999.954
55;Actor_01;Man;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-01.wav;72102;3.269931972789116;0.21067236;0.0496828;-0.05572638;-0.23751268;9999.902
56;Actor_01;Man;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-01.wav;75781;3.436780045351474;0.17246747;0.041512504;-0.0565398;-0.22164637;9999.768
57;Actor_01;Man;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-01.wav;78724;3.570249433106576;0.16091143;0.03510458;-0.056259677;-0.21689634;9999.861
58;Actor_01;Man;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-01.wav;77253;3.5035374149659866;0.17359534;0.039652035;-0.057113398;-0.22055446;9999.894
59;Actor_01;Man;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-01.wav;72103;3.2699773242630386;0.19840962;0.049911752;-0.056130983;-0.22879785;9999.764
60;Actor_02;Woman;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-02.wav;80195;3.6369614512471657;0.16819458;0.049693882;-0.046861935;-0.2062338;9999.831
61;Actor_02;Woman;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-02.wav;79460;3.603628117913832;0.16484755;0.046278402;-0.05066316;-0.20784792;9999.922
62;Actor_02;Woman;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-02.wav;83138;3.7704308390022674;0.17038088;0.046787683;-0.050998036;-0.21345903;9999.918
63;Actor_02;Woman;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-02.wav;79460;3.603628117913832;0.15480044;0.041800447;-0.051346626;-0.2069931;9999.922
64;Actor_02;Woman;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-02.wav;84610;3.83718820861678;0.16830237;0.046904203;-0.050525192;-0.20724992;10000.03
65;Actor_02;Woman;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-02.wav;88289;4.004036281179138;0.15201622;0.03871812;-0.05341234;-0.2045306;9999.909
66;Actor_02;Woman;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-02.wav;84610;3.83718820861678;0.13721612;0.037725803;-0.048939884;-0.19463499;10000.03
67;Actor_02;Woman;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-02.wav;87553;3.970657596371882;0.14864926;0.041201595;-0.04896687;-0.20254967;9999.8545
68;Actor_02;Woman;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-02.wav;91232;4.13750566893424;0.17182179;0.045440007;-0.052021567;-0.21369845;9999.986
69;Actor_02;Woman;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-02.wav;89025;4.037414965986395;0.14825368;0.03790766;-0.051552422;-0.2088274;9999.963
70;Actor_02;Woman;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-02.wav;90496;4.104126984126984;0.15670319;0.04206461;-0.049835924;-0.20484409;9999.935
71;Actor_02;Woman;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-02.wav;90496;4.104126984126984;0.14389843;0.037679683;-0.051119268;-0.19687672;9999.935
72;Actor_02;Woman;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-02.wav;79460;3.603628117913832;0.15404214;0.04550303;-0.048696704;-0.20538272;9999.922
73;Actor_02;Woman;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-02.wav;81667;3.703718820861678;0.17014171;0.04609726;-0.05164099;-0.21082635;9999.949
74;Actor_02;Woman;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-02.wav;83139;3.7704761904761903;0.15261158;0.044062532;-0.045767345;-0.19619833;9999.798
75;Actor_02;Woman;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-02.wav;82403;3.737097505668934;0.16907717;0.04734109;-0.04972975;-0.20994918;10000.007
76;Actor_02;Woman;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-02.wav;81667;3.703718820861678;0.1355218;0.03391578;-0.049977586;-0.1971728;9999.949
77;Actor_02;Woman;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-02.wav;80931;3.670340136054422;0.12767017;0.03312788;-0.051884163;-0.20138152;9999.891
78;Actor_02;Woman;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-02.wav;81667;3.703718820861678;0.1237129;0.032248594;-0.049573682;-0.19032478;9999.949
79;Actor_02;Woman;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-02.wav;85345;3.870521541950113;0.12242201;0.033616837;-0.050239857;-0.19462447;9999.944
80;Actor_02;Woman;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-02.wav;84610;3.83718820861678;0.147427;0.04202907;-0.047738872;-0.19734046;10000.03
81;Actor_02;Woman;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-02.wav;83139;3.7704761904761903;0.16876568;0.048555143;-0.049192607;-0.20634513;9999.798
82;Actor_02;Woman;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-02.wav;82403;3.737097505668934;0.15154389;0.040505826;-0.051472474;-0.20507018;10000.007
83;Actor_02;Woman;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-02.wav;83139;3.7704761904761903;0.15307291;0.038869962;-0.053349935;-0.21059118;9999.798
84;Actor_02;Woman;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-02.wav;82403;3.737097505668934;0.15534194;0.042722188;-0.048614535;-0.20419517;10000.007
85;Actor_02;Woman;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-02.wav;83138;3.7704308390022674;0.16444837;0.045447413;-0.050103437;-0.20770267;9999.918
86;Actor_02;Woman;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-02.wav;81667;3.703718820861678;0.1615759;0.04413695;-0.051462222;-0.2092896;9999.949
87;Actor_02;Woman;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-02.wav;80931;3.670340136054422;0.13987967;0.03883589;-0.05056112;-0.1972958;9999.891
88;Actor_02;Woman;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-02.wav;80931;3.670340136054422;0.1472641;0.04277849;-0.047260433;-0.19731022;9999.891
89;Actor_02;Woman;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-02.wav;80931;3.670340136054422;0.16051552;0.04234187;-0.05306943;-0.20926458;9999.891
90;Actor_02;Woman;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-02.wav;83138;3.7704308390022674;0.14711604;0.04133629;-0.048949897;-0.20112047;9999.918
91;Actor_02;Woman;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-02.wav;83874;3.803809523809524;0.13915841;0.035573635;-0.050079927;-0.19380933;9999.975
92;Actor_02;Woman;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-02.wav;86082;3.903945578231293;0.107414186;0.02770464;-0.051305465;-0.18720232;9999.883
93;Actor_02;Woman;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-02.wav;88289;4.004036281179138;0.12807809;0.032572117;-0.051087085;-0.1989579;9999.909
94;Actor_02;Woman;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-02.wav;88289;4.004036281179138;0.12598492;0.028743198;-0.053809542;-0.19890414;9999.909
95;Actor_02;Woman;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-02.wav;88289;4.004036281179138;0.12064078;0.02921446;-0.051871732;-0.19359297;9999.909
96;Actor_02;Woman;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-02.wav;80196;3.637006802721088;0.09473434;0.020427117;-0.05361932;-0.18804327;9999.981
97;Actor_02;Woman;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-02.wav;82403;3.737097505668934;0.09531945;0.02088823;-0.04971784;-0.18355258;10000.007
98;Actor_02;Woman;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-02.wav;80931;3.670340136054422;0.109295584;0.025994256;-0.0536796;-0.18917513;9999.891
99;Actor_02;Woman;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-02.wav;82403;3.737097505668934;0.10963662;0.027121851;-0.052651413;-0.19374606;10000.007
100;Actor_02;Woman;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-02.wav;83874;3.803809523809524;0.0900244;0.014408806;-0.055204667;-0.18165545;9999.975
101;Actor_02;Woman;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-02.wav;80196;3.637006802721088;0.095587805;0.019136585;-0.057005573;-0.19107167;9999.981
102;Actor_02;Woman;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-02.wav;79460;3.603628117913832;0.08956169;0.017944979;-0.054208126;-0.1837724;9999.922
103;Actor_02;Woman;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-02.wav;79460;3.603628117913832;0.096771844;0.020025242;-0.05431577;-0.18786982;9999.922
104;Actor_02;Woman;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-02.wav;80931;3.670340136054422;0.12940681;0.03772866;-0.04738725;-0.19540817;9999.891
105;Actor_02;Woman;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-02.wav;80196;3.637006802721088;0.121740885;0.03261537;-0.046470225;-0.19379286;9999.981
106;Actor_02;Woman;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-02.wav;85346;3.870566893424036;0.13781705;0.03527427;-0.049293246;-0.1955758;9999.827
107;Actor_02;Woman;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-02.wav;84610;3.83718820861678;0.15713069;0.042820018;-0.05020874;-0.20317261;10000.03
108;Actor_02;Woman;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-02.wav;91231;4.1374603174603175;0.1297015;0.035637103;-0.04809728;-0.19504452;9999.8545
109;Actor_02;Woman;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-02.wav;91231;4.1374603174603175;0.13653022;0.032030996;-0.052960604;-0.20217982;9999.8545
110;Actor_02;Woman;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-02.wav;88289;4.004036281179138;0.13302772;0.033763126;-0.051206622;-0.19658981;9999.909
111;Actor_02;Woman;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-02.wav;89025;4.037414965986395;0.12448661;0.033249404;-0.050384756;-0.19401142;9999.963
112;Actor_02;Woman;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-02.wav;77988;3.53687074829932;0.12055948;0.030248549;-0.04891686;-0.19040655;9999.8
113;Actor_02;Woman;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-02.wav;77988;3.53687074829932;0.16215271;0.043877024;-0.050457336;-0.20629285;9999.8
114;Actor_02;Woman;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-02.wav;79460;3.603628117913832;0.15005495;0.041270204;-0.048114613;-0.20083776;9999.922
115;Actor_02;Woman;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-02.wav;77989;3.5369160997732427;0.14292581;0.037274104;-0.05085036;-0.2031374;9999.954
116;Actor_02;Woman;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-02.wav;82403;3.737097505668934;0.13106266;0.035975236;-0.051288225;-0.19435835;10000.007
117;Actor_02;Woman;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-02.wav;83139;3.7704761904761903;0.13646752;0.032622516;-0.052316494;-0.20135333;9999.798
118;Actor_02;Woman;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-02.wav;82403;3.737097505668934;0.14599282;0.039001327;-0.053608403;-0.20606364;10000.007
119;Actor_02;Woman;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-02.wav;83875;3.803854875283447;0.12810226;0.033184703;-0.0506885;-0.19201928;9999.855
120;Actor_03;Man;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-03.wav;75781;3.436780045351474;0.1368088;0.037810434;-0.049331192;-0.2017181;9999.768
121;Actor_03;Man;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-03.wav;77253;3.5035374149659866;0.111447684;0.028925175;-0.047803536;-0.18497041;9999.894
122;Actor_03;Man;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-03.wav;77253;3.5035374149659866;0.13206105;0.032581277;-0.05017095;-0.20186655;9999.894
123;Actor_03;Man;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-03.wav;76517;3.47015873015873;0.12630312;0.03471845;-0.049947005;-0.19446087;9999.831
124;Actor_03;Man;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-03.wav;84610;3.83718820861678;0.1295677;0.034204826;-0.04885781;-0.19499698;10000.03
125;Actor_03;Man;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-03.wav;82403;3.737097505668934;0.12533408;0.03511659;-0.047927763;-0.19108461;10000.007
126;Actor_03;Man;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-03.wav;84610;3.83718820861678;0.13901037;0.037026852;-0.04961273;-0.1993941;10000.03
127;Actor_03;Man;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-03.wav;87553;3.970657596371882;0.14167167;0.036200125;-0.049536128;-0.2020477;9999.8545
128;Actor_03;Man;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-03.wav;89025;4.037414965986395;0.09525503;0.024837663;-0.046282593;-0.178117;9999.963
129;Actor_03;Man;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-03.wav;87553;3.970657596371882;0.096432604;0.024025125;-0.049502056;-0.18318439;9999.8545
130;Actor_03;Man;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-03.wav;91231;4.1374603174603175;0.11281134;0.029364105;-0.04750254;-0.18651909;9999.8545
131;Actor_03;Man;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-03.wav;88289;4.004036281179138;0.1046254;0.027510801;-0.048433136;-0.18514086;9999.909
132;Actor_03;Man;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-03.wav;83138;3.7704308390022674;0.1100096;0.029893992;-0.046453565;-0.18856354;9999.918
133;Actor_03;Man;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-03.wav;79460;3.603628117913832;0.09603507;0.025033303;-0.04689435;-0.18026964;9999.922
134;Actor_03;Man;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-03.wav;77253;3.5035374149659866;0.11484948;0.028719585;-0.048557203;-0.1931807;9999.894
135;Actor_03;Man;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-03.wav;77253;3.5035374149659866;0.104032315;0.025952697;-0.04631829;-0.17737868;9999.894
136;Actor_03;Man;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-03.wav;94911;4.304353741496598;0.09181398;0.022562088;-0.048422832;-0.1804302;9999.875
137;Actor_03;Man;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-03.wav;97117;4.404399092970522;0.082360186;0.018012702;-0.048588607;-0.17356597;10000.002
138;Actor_03;Man;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-03.wav;91231;4.1374603174603175;0.088982835;0.022941891;-0.04661936;-0.17990817;9999.8545
139;Actor_03;Man;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-03.wav;84610;3.83718820861678;0.08429682;0.021516673;-0.047592357;-0.17828737;10000.03
140;Actor_03;Man;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-03.wav;79460;3.603628117913832;0.12726223;0.033163756;-0.050983682;-0.20172659;9999.922
141;Actor_03;Man;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-03.wav;78724;3.570249433106576;0.13375555;0.032967735;-0.051191952;-0.2076589;9999.861
142;Actor_03;Man;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-03.wav;78724;3.570249433106576;0.12843983;0.03153475;-0.05030584;-0.19843714;9999.861
143;Actor_03;Man;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-03.wav;77989;3.5369160997732427;0.12892474;0.03459282;-0.051409215;-0.19619894;9999.954
144;Actor_03;Man;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-03.wav;83139;3.7704761904761903;0.116899416;0.03323079;-0.04659178;-0.18810226;9999.798
145;Actor_03;Man;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-03.wav;84610;3.83718820861678;0.09886948;0.025204163;-0.04564266;-0.17744729;10000.03
146;Actor_03;Man;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-03.wav;76517;3.47015873015873;0.07971711;0.01648807;-0.04994497;-0.17519058;9999.831
147;Actor_03;Man;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-03.wav;81667;3.703718820861678;0.10438086;0.023281338;-0.049323916;-0.1877913;9999.949
148;Actor_03;Man;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-03.wav;88289;4.004036281179138;0.109997064;0.02870027;-0.047958948;-0.18962982;9999.909
