;Actor;Sex;Emotion;Intensity;Statement;Reps;File;No. Samples;Duration;Sample Entropy;Sample Rate
74;Actor_02;Woman;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-02.wav;83139;3.7704761904761903;0.005155382;22050.0
75;Actor_02;Woman;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-02.wav;82403;3.737097505668934;0.0054728924;22050.0
76;Actor_02;Woman;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-02.wav;81667;3.703718820861678;0.0053155404;22050.0
77;Actor_02;Woman;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-02.wav;80931;3.670340136054422;0.0060104476;22050.0
78;Actor_02;Woman;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-02.wav;81667;3.703718820861678;0.0038632087;22050.0
79;Actor_02;Woman;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-02.wav;85345;3.870521541950113;0.0037549818;22050.0
80;Actor_02;Woman;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-02.wav;84610;3.83718820861678;0.0050324243;22050.0
81;Actor_02;Woman;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-02.wav;83139;3.7704761904761903;0.004331921;22050.0
82;Actor_02;Woman;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-02.wav;82403;3.737097505668934;0.0056979144;22050.0
83;Actor_02;Woman;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-02.wav;83139;3.7704761904761903;0.006281984;22050.0
84;Actor_02;Woman;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-02.wav;82403;3.737097505668934;0.007052322;22050.0
85;Actor_02;Woman;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-02.wav;83138;3.7704308390022674;0.005632433;22050.0
86;Actor_02;Woman;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-02.wav;81667;3.703718820861678;0.0046349405;22050.0
87;Actor_02;Woman;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-02.wav;80931;3.670340136054422;0.0039600283;22050.0
88;Actor_02;Woman;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-02.wav;80931;3.670340136054422;0.004235505;22050.0
89;Actor_02;Woman;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-02.wav;80931;3.670340136054422;0.005181467;22050.0
90;Actor_02;Woman;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-02.wav;83138;3.7704308390022674;0.005286751;22050.0
91;Actor_02;Woman;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-02.wav;83874;3.803809523809524;0.00709631;22050.0
92;Actor_02;Woman;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-02.wav;86082;3.903945578231293;0.004393091;22050.0
93;Actor_02;Woman;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-02.wav;88289;4.004036281179138;0.0043786056;22050.0
94;Actor_02;Woman;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-02.wav;88289;4.004036281179138;0.0062718117;22050.0
95;Actor_02;Woman;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-02.wav;88289;4.004036281179138;0.007110637;22050.0
96;Actor_02;Woman;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-02.wav;80196;3.637006802721088;0.0033072338;22050.0
97;Actor_02;Woman;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-02.wav;82403;3.737097505668934;0.00398634;22050.0
98;Actor_02;Woman;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-02.wav;80931;3.670340136054422;0.0027265404;22050.0
99;Actor_02;Woman;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-02.wav;82403;3.737097505668934;0.0022529112;22050.0
100;Actor_02;Woman;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-02.wav;83874;3.803809523809524;0.0063935956;22050.0
101;Actor_02;Woman;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-02.wav;80196;3.637006802721088;0.0042660483;22050.0
102;Actor_02;Woman;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-02.wav;79460;3.603628117913832;0.004067602;22050.0
103;Actor_02;Woman;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-02.wav;79460;3.603628117913832;0.004298036;22050.0
104;Actor_02;Woman;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-02.wav;80931;3.670340136054422;0.0066302125;22050.0
105;Actor_02;Woman;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-02.wav;80196;3.637006802721088;0.006568014;22050.0
106;Actor_02;Woman;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-02.wav;85346;3.870566893424036;0.0055898596;22050.0
107;Actor_02;Woman;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-02.wav;84610;3.83718820861678;0.0038684008;22050.0
108;Actor_02;Woman;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-02.wav;91231;4.1374603174603175;0.008417062;22050.0
109;Actor_02;Woman;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-02.wav;91231;4.1374603174603175;0.009800667;22050.0
110;Actor_02;Woman;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-02.wav;88289;4.004036281179138;0.0032379143;22050.0
111;Actor_02;Woman;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-02.wav;89025;4.037414965986395;0.0066112177;22050.0
112;Actor_02;Woman;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-02.wav;77988;3.53687074829932;0.0030591816;22050.0
113;Actor_02;Woman;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-02.wav;77988;3.53687074829932;0.0031764412;22050.0
114;Actor_02;Woman;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-02.wav;79460;3.603628117913832;0.0024758007;22050.0
115;Actor_02;Woman;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-02.wav;77989;3.5369160997732427;0.0012216052;22050.0
116;Actor_02;Woman;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-02.wav;82403;3.737097505668934;0.0038207208;22050.0
117;Actor_02;Woman;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-02.wav;83139;3.7704761904761903;0.0034284613;22050.0
118;Actor_02;Woman;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-02.wav;82403;3.737097505668934;0.0018995607;22050.0
119;Actor_02;Woman;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-02.wav;83875;3.803854875283447;0.0020745234;22050.0
120;Actor_03;Man;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-03.wav;75781;3.436780045351474;0.0058457046;22050.0
121;Actor_03;Man;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-03.wav;77253;3.5035374149659866;0.0061123273;22050.0
122;Actor_03;Man;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-03.wav;77253;3.5035374149659866;0.004693662;22050.0
123;Actor_03;Man;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-03.wav;76517;3.47015873015873;0.0048502553;22050.0
124;Actor_03;Man;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-03.wav;84610;3.83718820861678;0.0061975764;22050.0
125;Actor_03;Man;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-03.wav;82403;3.737097505668934;0.0075516272;22050.0
126;Actor_03;Man;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-03.wav;84610;3.83718820861678;0.004399693;22050.0
127;Actor_03;Man;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-03.wav;87553;3.970657596371882;0.0063083586;22050.0
128;Actor_03;Man;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-03.wav;89025;4.037414965986395;0.022572108;22050.0
129;Actor_03;Man;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-03.wav;87553;3.970657596371882;0.007321292;22050.0
130;Actor_03;Man;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-03.wav;91231;4.1374603174603175;0.0069478257;22050.0
131;Actor_03;Man;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-03.wav;88289;4.004036281179138;0.007678579;22050.0
132;Actor_03;Man;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-03.wav;83138;3.7704308390022674;0.0058241673;22050.0
133;Actor_03;Man;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-03.wav;79460;3.603628117913832;0.0051080403;22050.0
134;Actor_03;Man;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-03.wav;77253;3.5035374149659866;0.003156053;22050.0
135;Actor_03;Man;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-03.wav;77253;3.5035374149659866;0.0034266356;22050.0
136;Actor_03;Man;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-03.wav;94911;4.304353741496598;0.007480044;22050.0
137;Actor_03;Man;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-03.wav;97117;4.404399092970522;0.0061696726;22050.0
138;Actor_03;Man;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-03.wav;91231;4.1374603174603175;0.007995689;22050.0
139;Actor_03;Man;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-03.wav;84610;3.83718820861678;0.0060481243;22050.0
140;Actor_03;Man;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-03.wav;79460;3.603628117913832;0.009319291;22050.0
141;Actor_03;Man;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-03.wav;78724;3.570249433106576;0.008617132;22050.0
142;Actor_03;Man;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-03.wav;78724;3.570249433106576;0.009820106;22050.0
143;Actor_03;Man;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-03.wav;77989;3.5369160997732427;0.011293469;22050.0
144;Actor_03;Man;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-03.wav;83139;3.7704761904761903;0.007395462;22050.0
145;Actor_03;Man;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-03.wav;84610;3.83718820861678;0.006966066;22050.0
146;Actor_03;Man;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-03.wav;76517;3.47015873015873;0.009632605;22050.0
147;Actor_03;Man;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-03.wav;81667;3.703718820861678;0.007816177;22050.0
148;Actor_03;Man;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-03.wav;88289;4.004036281179138;0.007162666;22050.0
149;Actor_03;Man;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-03.wav;89760;4.070748299319728;0.007407955;22050.0
150;Actor_03;Man;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-03.wav;83875;3.803854875283447;0.007211987;22050.0
151;Actor_03;Man;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-03.wav;84610;3.83718820861678;0.0041576796;22050.0
152;Actor_03;Man;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-03.wav;97117;4.404399092970522;0.0061055645;22050.0
153;Actor_03;Man;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-03.wav;97118;4.404444444444445;0.006881308;22050.0
154;Actor_03;Man;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-03.wav;93439;4.237596371882086;0.0058056028;22050.0
155;Actor_03;Man;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-03.wav;99325;4.50453514739229;0.0070544723;22050.0
156;Actor_03;Man;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-03.wav;82403;3.737097505668934;0.007755893;22050.0
157;Actor_03;Man;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-03.wav;84610;3.83718820861678;0.0104179755;22050.0
158;Actor_03;Man;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-03.wav;77253;3.5035374149659866;0.004264285;22050.0
159;Actor_03;Man;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-03.wav;70631;3.2032199546485263;0.005006806;22050.0
160;Actor_03;Man;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-03.wav;72839;3.3033560090702947;0.015829254;22050.0
161;Actor_03;Man;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-03.wav;86081;3.9039002267573695;0.011741906;22050.0
162;Actor_03;Man;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-03.wav;72839;3.3033560090702947;0.005667213;22050.0
163;Actor_03;Man;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-03.wav;75781;3.436780045351474;0.006923621;22050.0
164;Actor_03;Man;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-03.wav;89025;4.037414965986395;0.011625378;22050.0
165;Actor_03;Man;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-03.wav;87553;3.970657596371882;0.00847067;22050.0
166;Actor_03;Man;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-03.wav;79460;3.603628117913832;0.0027065468;22050.0
167;Actor_03;Man;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-03.wav;83139;3.7704761904761903;0.009217899;22050.0
168;Actor_03;Man;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-03.wav;90496;4.104126984126984;0.008565249;22050.0
169;Actor_03;Man;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-03.wav;90496;4.104126984126984;0.017010044;22050.0
170;Actor_03;Man;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-03.wav;84610;3.83718820861678;0.015217845;22050.0
171;Actor_03;Man;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-03.wav;86817;3.937278911564626;0.008266371;22050.0
172;Actor_03;Man;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-03.wav;71367;3.2365986394557824;0.00554657;22050.0
173;Actor_03;Man;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-03.wav;74310;3.3700680272108845;0.0032779728;22050.0
174;Actor_03;Man;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-03.wav;70631;3.2032199546485263;0.0018002199;22050.0
175;Actor_03;Man;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-03.wav;78724;3.570249433106576;0.0040233075;22050.0
176;Actor_03;Man;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-03.wav;72103;3.2699773242630386;0.004134482;22050.0
177;Actor_03;Man;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-03.wav;79460;3.603628117913832;0.004686196;22050.0
178;Actor_03;Man;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-03.wav;77253;3.5035374149659866;0.0038836093;22050.0
179;Actor_03;Man;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-03.wav;71367;3.2365986394557824;0.0029697283;22050.0
180;Actor_04;Woman;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-04.wav;72838;3.303310657596372;0.004187678;22050.0
181;Actor_04;Woman;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-04.wav;74310;3.3700680272108845;0.0038301;22050.0
182;Actor_04;Woman;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-04.wav;72103;3.2699773242630386;0.0020790435;22050.0
183;Actor_04;Woman;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-04.wav;71367;3.2365986394557824;0.0028673036;22050.0
184;Actor_04;Woman;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-04.wav;83874;3.803809523809524;0.0044699484;22050.0
185;Actor_04;Woman;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-04.wav;82403;3.737097505668934;0.0043506064;22050.0
186;Actor_04;Woman;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-04.wav;80196;3.637006802721088;0.0031306765;22050.0
187;Actor_04;Woman;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-04.wav;78725;3.570294784580499;0.004158999;22050.0
188;Actor_04;Woman;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-04.wav;87553;3.970657596371882;0.006416665;22050.0
189;Actor_04;Woman;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-04.wav;83875;3.803854875283447;0.0059642643;22050.0
190;Actor_04;Woman;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-04.wav;83874;3.803809523809524;0.008811693;22050.0
