;Actor;Sex;Emotion;Intensity;Statement;Reps;File;No. Samples;Duration;1st Lyapunov Exponent;2nd Lyapunov Exponent;3rd Lyapunov Exponent;4th Lyapunov Exponent;Sample Rate
48;Actor_01;Man;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-01.wav;94910;4.304308390022676;0.13991085;0.039775927;-0.041728757;-0.18658829;22050.0
49;Actor_01;Man;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-01.wav;90496;4.104126984126984;0.15109485;0.04264484;-0.044048205;-0.19180745;22050.0
50;Actor_01;Man;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-01.wav;89025;4.037414965986395;0.15009381;0.03983843;-0.045664832;-0.1911395;22050.0
51;Actor_01;Man;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-01.wav;96382;4.3710657596371885;0.16714609;0.048836738;-0.04236196;-0.19227013;22050.0
52;Actor_01;Man;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-01.wav;75045;3.4034013605442177;0.15627863;0.04072918;-0.04487395;-0.18551098;22050.0
53;Actor_01;Man;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-01.wav;72102;3.269931972789116;0.1483781;0.038892433;-0.04240824;-0.1833949;22050.0
54;Actor_01;Man;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-01.wav;77989;3.5369160997732427;0.1611634;0.042940855;-0.043824498;-0.19006783;22050.0
55;Actor_01;Man;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-01.wav;72102;3.269931972789116;0.14750345;0.038636018;-0.044831518;-0.18403701;22050.0
56;Actor_01;Man;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-01.wav;75781;3.436780045351474;0.14315194;0.03669542;-0.04454631;-0.18097286;22050.0
57;Actor_01;Man;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-01.wav;78724;3.570249433106576;0.13681598;0.036182754;-0.0441672;-0.18077347;22050.0
58;Actor_01;Man;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-01.wav;77253;3.5035374149659866;0.14281644;0.034953013;-0.04540432;-0.18287066;22050.0
59;Actor_01;Man;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-01.wav;72103;3.2699773242630386;0.15617247;0.04120269;-0.042804565;-0.18399997;22050.0
60;Actor_02;Woman;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-02.wav;80195;3.6369614512471657;0.1704681;0.05008362;-0.041779194;-0.19465683;22050.0
61;Actor_02;Woman;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-02.wav;79460;3.603628117913832;0.16162461;0.04402624;-0.04406027;-0.19407882;22050.0
62;Actor_02;Woman;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-02.wav;83138;3.7704308390022674;0.15883428;0.04493865;-0.043295525;-0.19146852;22050.0
63;Actor_02;Woman;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-02.wav;79460;3.603628117913832;0.15544738;0.042037558;-0.04492232;-0.19040044;22050.0
64;Actor_02;Woman;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-02.wav;84610;3.83718820861678;0.15927029;0.044670697;-0.044485796;-0.19352497;22050.0
65;Actor_02;Woman;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-02.wav;88289;4.004036281179138;0.15465805;0.041969154;-0.043227077;-0.18687622;22050.0
66;Actor_02;Woman;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-02.wav;84610;3.83718820861678;0.14930226;0.04102324;-0.044405308;-0.19018145;22050.0
67;Actor_02;Woman;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-02.wav;87553;3.970657596371882;0.16056338;0.04511522;-0.042032905;-0.19146723;22050.0
68;Actor_02;Woman;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-02.wav;91232;4.13750566893424;0.16479078;0.046569716;-0.042473342;-0.19350584;22050.0
69;Actor_02;Woman;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-02.wav;89025;4.037414965986395;0.1610702;0.045453843;-0.044027016;-0.19278033;22050.0
70;Actor_02;Woman;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-02.wav;90496;4.104126984126984;0.1631881;0.045941476;-0.04464223;-0.19490212;22050.0
71;Actor_02;Woman;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-02.wav;90496;4.104126984126984;0.1569994;0.042841483;-0.045176078;-0.19188465;22050.0
72;Actor_02;Woman;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-02.wav;79460;3.603628117913832;0.17435257;0.049593706;-0.04153711;-0.1924106;22050.0
73;Actor_02;Woman;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-02.wav;81667;3.703718820861678;0.17092635;0.048345584;-0.04192999;-0.19231172;22050.0
74;Actor_02;Woman;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-02.wav;83139;3.7704761904761903;0.16843897;0.04741347;-0.042991094;-0.1908203;22050.0
75;Actor_02;Woman;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-02.wav;82403;3.737097505668934;0.17234446;0.05107375;-0.041809723;-0.19174884;22050.0
76;Actor_02;Woman;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-02.wav;81667;3.703718820861678;0.14648895;0.041640513;-0.04337414;-0.18379547;22050.0
77;Actor_02;Woman;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-02.wav;80931;3.670340136054422;0.1437509;0.04125833;-0.043339342;-0.1842391;22050.0
78;Actor_02;Woman;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-02.wav;81667;3.703718820861678;0.15080796;0.044280525;-0.041326202;-0.18645416;22050.0
79;Actor_02;Woman;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-02.wav;85345;3.870521541950113;0.13956885;0.039634563;-0.042612124;-0.18208252;22050.0
80;Actor_02;Woman;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-02.wav;84610;3.83718820861678;0.16701485;0.04900285;-0.040645853;-0.19144039;22050.0
81;Actor_02;Woman;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-02.wav;83139;3.7704761904761903;0.17257337;0.050066613;-0.042610005;-0.19210063;22050.0
82;Actor_02;Woman;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-02.wav;82403;3.737097505668934;0.15868565;0.044208817;-0.043828867;-0.19093888;22050.0
83;Actor_02;Woman;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-02.wav;83139;3.7704761904761903;0.1565447;0.042769216;-0.04484617;-0.1906351;22050.0
84;Actor_02;Woman;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-02.wav;82403;3.737097505668934;0.16829577;0.04832361;-0.04323243;-0.19484112;22050.0
85;Actor_02;Woman;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-02.wav;83138;3.7704308390022674;0.16668697;0.04799193;-0.045337293;-0.19523971;22050.0
86;Actor_02;Woman;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-02.wav;81667;3.703718820861678;0.15862906;0.042640597;-0.04551201;-0.19481948;22050.0
87;Actor_02;Woman;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-02.wav;80931;3.670340136054422;0.15503752;0.043161284;-0.042076565;-0.19263694;22050.0
88;Actor_02;Woman;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-02.wav;80931;3.670340136054422;0.1635913;0.0476047;-0.041899566;-0.19332987;22050.0
89;Actor_02;Woman;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-02.wav;80931;3.670340136054422;0.15658715;0.044290558;-0.043840557;-0.1929301;22050.0
90;Actor_02;Woman;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-02.wav;83138;3.7704308390022674;0.1500474;0.04131177;-0.044032484;-0.18820602;22050.0
91;Actor_02;Woman;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-02.wav;83874;3.803809523809524;0.14967637;0.04369049;-0.041982815;-0.18849386;22050.0
92;Actor_02;Woman;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-02.wav;86082;3.903945578231293;0.13359268;0.037547685;-0.04186411;-0.18119358;22050.0
93;Actor_02;Woman;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-02.wav;88289;4.004036281179138;0.14740056;0.04290013;-0.041952696;-0.18765959;22050.0
94;Actor_02;Woman;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-02.wav;88289;4.004036281179138;0.13418582;0.037872143;-0.042031214;-0.1811336;22050.0
95;Actor_02;Woman;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-02.wav;88289;4.004036281179138;0.14487699;0.042870957;-0.04021254;-0.18301034;22050.0
96;Actor_02;Woman;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-02.wav;80196;3.637006802721088;0.12967063;0.03925749;-0.040327538;-0.18042415;22050.0
97;Actor_02;Woman;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-02.wav;82403;3.737097505668934;0.1368123;0.04200776;-0.039298926;-0.18095002;22050.0
98;Actor_02;Woman;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-02.wav;80931;3.670340136054422;0.13806018;0.03991615;-0.041155327;-0.18280995;22050.0
99;Actor_02;Woman;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-02.wav;82403;3.737097505668934;0.14720577;0.043463193;-0.040769838;-0.18602337;22050.0
100;Actor_02;Woman;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-02.wav;83874;3.803809523809524;0.12389424;0.03397154;-0.04351388;-0.17981343;22050.0
101;Actor_02;Woman;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-02.wav;80196;3.637006802721088;0.1271744;0.034495838;-0.04248139;-0.1790973;22050.0
102;Actor_02;Woman;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-02.wav;79460;3.603628117913832;0.12864262;0.03705787;-0.04110668;-0.17998894;22050.0
103;Actor_02;Woman;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-02.wav;79460;3.603628117913832;0.12958299;0.036349043;-0.042379376;-0.1811118;22050.0
104;Actor_02;Woman;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-02.wav;80931;3.670340136054422;0.1577096;0.046395555;-0.040527444;-0.18979454;22050.0
105;Actor_02;Woman;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-02.wav;80196;3.637006802721088;0.15004952;0.04364169;-0.0421035;-0.18632096;22050.0
106;Actor_02;Woman;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-02.wav;85346;3.870566893424036;0.15160091;0.041560907;-0.04364151;-0.1883688;22050.0
107;Actor_02;Woman;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-02.wav;84610;3.83718820861678;0.15737364;0.04393562;-0.04202391;-0.18880296;22050.0
108;Actor_02;Woman;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-02.wav;91231;4.1374603174603175;0.1481054;0.042489253;-0.042455226;-0.18935658;22050.0
109;Actor_02;Woman;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-02.wav;91231;4.1374603174603175;0.13913417;0.03783061;-0.044648178;-0.18800597;22050.0
110;Actor_02;Woman;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-02.wav;88289;4.004036281179138;0.14502;0.040535007;-0.04389736;-0.18863271;22050.0
111;Actor_02;Woman;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-02.wav;89025;4.037414965986395;0.14120397;0.040816676;-0.043149356;-0.18865113;22050.0
112;Actor_02;Woman;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-02.wav;77988;3.53687074829932;0.1422115;0.04034509;-0.044566672;-0.18808132;22050.0
113;Actor_02;Woman;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-02.wav;77988;3.53687074829932;0.1709334;0.050322477;-0.041827478;-0.19109301;22050.0
114;Actor_02;Woman;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-02.wav;79460;3.603628117913832;0.16177072;0.045059856;-0.042093888;-0.19051385;22050.0
115;Actor_02;Woman;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-02.wav;77989;3.5369160997732427;0.15142182;0.043543573;-0.04297395;-0.1894917;22050.0
116;Actor_02;Woman;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-02.wav;82403;3.737097505668934;0.14624622;0.042125966;-0.043455474;-0.19039547;22050.0
117;Actor_02;Woman;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-02.wav;83139;3.7704761904761903;0.14078768;0.04035011;-0.044594925;-0.18523934;22050.0
118;Actor_02;Woman;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-02.wav;82403;3.737097505668934;0.15072837;0.04089785;-0.04474531;-0.19033766;22050.0
119;Actor_02;Woman;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-02.wav;83875;3.803854875283447;0.14500153;0.039060444;-0.044654254;-0.19142249;22050.0
120;Actor_03;Man;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-03.wav;75781;3.436780045351474;0.15135382;0.041499045;-0.041556288;-0.1854359;22050.0
121;Actor_03;Man;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-03.wav;77253;3.5035374149659866;0.12726122;0.033748813;-0.044984154;-0.18289565;22050.0
122;Actor_03;Man;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-03.wav;77253;3.5035374149659866;0.13582566;0.038133092;-0.043662317;-0.18356328;22050.0
123;Actor_03;Man;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-03.wav;76517;3.47015873015873;0.14083007;0.038835794;-0.04545577;-0.18854846;22050.0
124;Actor_03;Man;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-03.wav;84610;3.83718820861678;0.13935427;0.039009605;-0.04394505;-0.18558887;22050.0
125;Actor_03;Man;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-03.wav;82403;3.737097505668934;0.14889991;0.04202142;-0.04319648;-0.1847347;22050.0
126;Actor_03;Man;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-03.wav;84610;3.83718820861678;0.16905627;0.04962748;-0.041579206;-0.19111748;22050.0
127;Actor_03;Man;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-03.wav;87553;3.970657596371882;0.15418391;0.043702587;-0.042603657;-0.18937534;22050.0
128;Actor_03;Man;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-03.wav;89025;4.037414965986395;0.14297661;0.044093713;-0.039368063;-0.18249762;22050.0
129;Actor_03;Man;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-03.wav;87553;3.970657596371882;0.14161047;0.0435624;-0.039154846;-0.18247524;22050.0
130;Actor_03;Man;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-03.wav;91231;4.1374603174603175;0.14510526;0.04120391;-0.042752594;-0.18310572;22050.0
131;Actor_03;Man;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-03.wav;88289;4.004036281179138;0.14503835;0.041820016;-0.041645363;-0.18577816;22050.0
132;Actor_03;Man;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-03.wav;83138;3.7704308390022674;0.15426143;0.046552528;-0.03934184;-0.1850308;22050.0
133;Actor_03;Man;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-03.wav;79460;3.603628117913832;0.13430561;0.039831094;-0.041533325;-0.18229958;22050.0
134;Actor_03;Man;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-03.wav;77253;3.5035374149659866;0.14476143;0.041372117;-0.042979114;-0.18564454;22050.0
135;Actor_03;Man;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-03.wav;77253;3.5035374149659866;0.13802102;0.03841354;-0.041917577;-0.1834134;22050.0
136;Actor_03;Man;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-03.wav;94911;4.304353741496598;0.13024625;0.037147418;-0.041276876;-0.18072705;22050.0
137;Actor_03;Man;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-03.wav;97117;4.404399092970522;0.123783365;0.035683192;-0.041204885;-0.17867628;22050.0
138;Actor_03;Man;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-03.wav;91231;4.1374603174603175;0.119392626;0.034369957;-0.042700548;-0.18221372;22050.0
139;Actor_03;Man;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-03.wav;84610;3.83718820861678;0.12755921;0.03783144;-0.042216122;-0.18057062;22050.0
140;Actor_03;Man;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-03.wav;79460;3.603628117913832;0.14247818;0.04099284;-0.04318918;-0.18522677;22050.0
141;Actor_03;Man;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-03.wav;78724;3.570249433106576;0.13369463;0.03465206;-0.04514181;-0.18589552;22050.0
142;Actor_03;Man;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-03.wav;78724;3.570249433106576;0.14492819;0.041596472;-0.04163788;-0.18456544;22050.0
143;Actor_03;Man;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-03.wav;77989;3.5369160997732427;0.14711352;0.039760716;-0.043692436;-0.18684721;22050.0
144;Actor_03;Man;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-03.wav;83139;3.7704761904761903;0.15889168;0.04543447;-0.04146028;-0.18754752;22050.0
145;Actor_03;Man;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-03.wav;84610;3.83718820861678;0.129409;0.037057538;-0.041313305;-0.18104692;22050.0
146;Actor_03;Man;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-03.wav;76517;3.47015873015873;0.11696309;0.03109476;-0.04246066;-0.17909737;22050.0
147;Actor_03;Man;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-03.wav;81667;3.703718820861678;0.12899949;0.03434294;-0.0443473;-0.18359935;22050.0
148;Actor_03;Man;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-03.wav;88289;4.004036281179138;0.13581578;0.039630104;-0.042779334;-0.18690173;22050.0
149;Actor_03;Man;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-03.wav;89760;4.070748299319728;0.12842664;0.039460115;-0.040094137;-0.17958312;22050.0
