;Actor;Sex;Emotion;Intensity;Statement;Reps;File;No. Samples;Duration;Detrented Fluctuation Analysis;Sample Rate
29;Actor_01;Man;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-01.wav;86817;3.937278911564626;0.5174117;22050.0
30;Actor_01;Man;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-01.wav;77253;3.5035374149659866;0.54998845;22050.0
31;Actor_01;Man;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-01.wav;82403;3.737097505668934;0.51874053;22050.0
32;Actor_01;Man;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-01.wav;90496;4.104126984126984;0.4114045;22050.0
33;Actor_01;Man;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-01.wav;96382;4.3710657596371885;0.42435953;22050.0
34;Actor_01;Man;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-01.wav;91231;4.1374603174603175;0.42507485;22050.0
35;Actor_01;Man;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-01.wav;97853;4.437777777777778;0.3615096;22050.0
36;Actor_01;Man;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-01.wav;80931;3.670340136054422;0.6316542;22050.0
37;Actor_01;Man;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-01.wav;80196;3.637006802721088;0.5864372;22050.0
38;Actor_01;Man;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-01.wav;75781;3.436780045351474;0.6650572;22050.0
39;Actor_01;Man;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-01.wav;81667;3.703718820861678;0.6402634;22050.0
40;Actor_01;Man;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-01.wav;110361;5.005034013605442;0.5574033;22050.0
41;Actor_01;Man;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-01.wav;93439;4.237596371882086;0.48440754;22050.0
42;Actor_01;Man;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-01.wav;87553;3.970657596371882;0.45140305;22050.0
43;Actor_01;Man;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-01.wav;86082;3.903945578231293;0.4905709;22050.0
44;Actor_01;Man;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-01.wav;85345;3.870521541950113;0.6191866;22050.0
45;Actor_01;Man;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-01.wav;86081;3.9039002267573695;0.5911645;22050.0
46;Actor_01;Man;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-01.wav;86081;3.9039002267573695;0.6101704;22050.0
47;Actor_01;Man;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-01.wav;84610;3.83718820861678;0.62499225;22050.0
48;Actor_01;Man;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-01.wav;94910;4.304308390022676;0.48162022;22050.0
49;Actor_01;Man;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-01.wav;90496;4.104126984126984;0.5016984;22050.0
50;Actor_01;Man;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-01.wav;89025;4.037414965986395;0.49809766;22050.0
51;Actor_01;Man;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-01.wav;96382;4.3710657596371885;0.5131472;22050.0
52;Actor_01;Man;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-01.wav;75045;3.4034013605442177;0.6420955;22050.0
53;Actor_01;Man;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-01.wav;72102;3.269931972789116;0.6210993;22050.0
54;Actor_01;Man;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-01.wav;77989;3.5369160997732427;0.6275195;22050.0
55;Actor_01;Man;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-01.wav;72102;3.269931972789116;0.5826968;22050.0
56;Actor_01;Man;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-01.wav;75781;3.436780045351474;0.5831852;22050.0
57;Actor_01;Man;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-01.wav;78724;3.570249433106576;0.54804504;22050.0
58;Actor_01;Man;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-01.wav;77253;3.5035374149659866;0.57548785;22050.0
59;Actor_01;Man;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-01.wav;72103;3.2699773242630386;0.5328814;22050.0
60;Actor_02;Woman;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-02.wav;80195;3.6369614512471657;0.508722;22050.0
61;Actor_02;Woman;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-02.wav;79460;3.603628117913832;0.49912134;22050.0
62;Actor_02;Woman;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-02.wav;83138;3.7704308390022674;0.47023353;22050.0
63;Actor_02;Woman;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-02.wav;79460;3.603628117913832;0.47913802;22050.0
64;Actor_02;Woman;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-02.wav;84610;3.83718820861678;0.5470887;22050.0
65;Actor_02;Woman;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-02.wav;88289;4.004036281179138;0.55293065;22050.0
66;Actor_02;Woman;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-02.wav;84610;3.83718820861678;0.5391099;22050.0
67;Actor_02;Woman;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-02.wav;87553;3.970657596371882;0.5246248;22050.0
68;Actor_02;Woman;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-02.wav;91232;4.13750566893424;0.54143333;22050.0
69;Actor_02;Woman;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-02.wav;89025;4.037414965986395;0.5306343;22050.0
70;Actor_02;Woman;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-02.wav;90496;4.104126984126984;0.50526845;22050.0
71;Actor_02;Woman;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-02.wav;90496;4.104126984126984;0.5369305;22050.0
72;Actor_02;Woman;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-02.wav;79460;3.603628117913832;0.45376146;22050.0
73;Actor_02;Woman;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-02.wav;81667;3.703718820861678;0.4607055;22050.0
74;Actor_02;Woman;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-02.wav;83139;3.7704761904761903;0.44014463;22050.0
75;Actor_02;Woman;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-02.wav;82403;3.737097505668934;0.43835336;22050.0
76;Actor_02;Woman;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-02.wav;81667;3.703718820861678;0.41433814;22050.0
77;Actor_02;Woman;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-02.wav;80931;3.670340136054422;0.40993217;22050.0
78;Actor_02;Woman;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-02.wav;81667;3.703718820861678;0.44222373;22050.0
79;Actor_02;Woman;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-02.wav;85345;3.870521541950113;0.41866532;22050.0
80;Actor_02;Woman;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-02.wav;84610;3.83718820861678;0.5495176;22050.0
81;Actor_02;Woman;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-02.wav;83139;3.7704761904761903;0.51707053;22050.0
82;Actor_02;Woman;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-02.wav;82403;3.737097505668934;0.52640575;22050.0
83;Actor_02;Woman;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-02.wav;83139;3.7704761904761903;0.5288928;22050.0
84;Actor_02;Woman;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-02.wav;82403;3.737097505668934;0.46820742;22050.0
85;Actor_02;Woman;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-02.wav;83138;3.7704308390022674;0.48988986;22050.0
86;Actor_02;Woman;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-02.wav;81667;3.703718820861678;0.4887222;22050.0
87;Actor_02;Woman;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-02.wav;80931;3.670340136054422;0.47313243;22050.0
88;Actor_02;Woman;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-02.wav;80931;3.670340136054422;0.52147716;22050.0
89;Actor_02;Woman;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-02.wav;80931;3.670340136054422;0.45087847;22050.0
90;Actor_02;Woman;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-02.wav;83138;3.7704308390022674;0.4576147;22050.0
91;Actor_02;Woman;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-02.wav;83874;3.803809523809524;0.44241008;22050.0
92;Actor_02;Woman;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-02.wav;86082;3.903945578231293;0.36718968;22050.0
93;Actor_02;Woman;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-02.wav;88289;4.004036281179138;0.38706064;22050.0
94;Actor_02;Woman;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-02.wav;88289;4.004036281179138;0.32012722;22050.0
95;Actor_02;Woman;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-02.wav;88289;4.004036281179138;0.32208306;22050.0
96;Actor_02;Woman;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-02.wav;80196;3.637006802721088;0.4435049;22050.0
97;Actor_02;Woman;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-02.wav;82403;3.737097505668934;0.43156838;22050.0
98;Actor_02;Woman;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-02.wav;80931;3.670340136054422;0.4319431;22050.0
99;Actor_02;Woman;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-02.wav;82403;3.737097505668934;0.41852376;22050.0
100;Actor_02;Woman;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-02.wav;83874;3.803809523809524;0.39996016;22050.0
101;Actor_02;Woman;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-02.wav;80196;3.637006802721088;0.40196607;22050.0
102;Actor_02;Woman;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-02.wav;79460;3.603628117913832;0.39578575;22050.0
103;Actor_02;Woman;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-02.wav;79460;3.603628117913832;0.38960245;22050.0
104;Actor_02;Woman;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-02.wav;80931;3.670340136054422;0.50517404;22050.0
105;Actor_02;Woman;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-02.wav;80196;3.637006802721088;0.5189195;22050.0
106;Actor_02;Woman;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-02.wav;85346;3.870566893424036;0.48847064;22050.0
107;Actor_02;Woman;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-02.wav;84610;3.83718820861678;0.49134144;22050.0
108;Actor_02;Woman;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-02.wav;91231;4.1374603174603175;0.47974744;22050.0
109;Actor_02;Woman;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-02.wav;91231;4.1374603174603175;0.46822593;22050.0
110;Actor_02;Woman;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-02.wav;88289;4.004036281179138;0.45374545;22050.0
111;Actor_02;Woman;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-02.wav;89025;4.037414965986395;0.45037493;22050.0
112;Actor_02;Woman;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-02.wav;77988;3.53687074829932;0.51406705;22050.0
113;Actor_02;Woman;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-02.wav;77988;3.53687074829932;0.4631467;22050.0
114;Actor_02;Woman;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-02.wav;79460;3.603628117913832;0.45185104;22050.0
115;Actor_02;Woman;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-02.wav;77989;3.5369160997732427;0.45016629;22050.0
116;Actor_02;Woman;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-02.wav;82403;3.737097505668934;0.47512266;22050.0
117;Actor_02;Woman;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-02.wav;83139;3.7704761904761903;0.43149674;22050.0
118;Actor_02;Woman;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-02.wav;82403;3.737097505668934;0.4307831;22050.0
119;Actor_02;Woman;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-02.wav;83875;3.803854875283447;0.41888738;22050.0
120;Actor_03;Man;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-03.wav;75781;3.436780045351474;0.5524038;22050.0
121;Actor_03;Man;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-03.wav;77253;3.5035374149659866;0.59489113;22050.0
122;Actor_03;Man;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-03.wav;77253;3.5035374149659866;0.5348455;22050.0
123;Actor_03;Man;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-03.wav;76517;3.47015873015873;0.5204158;22050.0
124;Actor_03;Man;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-03.wav;84610;3.83718820861678;0.6352097;22050.0
125;Actor_03;Man;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-03.wav;82403;3.737097505668934;0.6136726;22050.0
126;Actor_03;Man;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-03.wav;84610;3.83718820861678;0.62413025;22050.0
127;Actor_03;Man;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-03.wav;87553;3.970657596371882;0.64889574;22050.0
128;Actor_03;Man;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-03.wav;89025;4.037414965986395;0.66575986;22050.0
129;Actor_03;Man;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-03.wav;87553;3.970657596371882;0.6056964;22050.0
130;Actor_03;Man;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-03.wav;91231;4.1374603174603175;0.7238825;22050.0
131;Actor_03;Man;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-03.wav;88289;4.004036281179138;0.64712536;22050.0
132;Actor_03;Man;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-03.wav;83138;3.7704308390022674;0.59811723;22050.0
133;Actor_03;Man;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-03.wav;79460;3.603628117913832;0.51916397;22050.0
134;Actor_03;Man;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-03.wav;77253;3.5035374149659866;0.50342107;22050.0
135;Actor_03;Man;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-03.wav;77253;3.5035374149659866;0.5277545;22050.0
136;Actor_03;Man;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-03.wav;94911;4.304353741496598;0.49954733;22050.0
137;Actor_03;Man;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-03.wav;97117;4.404399092970522;0.45793462;22050.0
138;Actor_03;Man;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-03.wav;91231;4.1374603174603175;0.5041185;22050.0
139;Actor_03;Man;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-03.wav;84610;3.83718820861678;0.5696471;22050.0
140;Actor_03;Man;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-03.wav;79460;3.603628117913832;0.6154146;22050.0
141;Actor_03;Man;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-03.wav;78724;3.570249433106576;0.7885763;22050.0
142;Actor_03;Man;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-03.wav;78724;3.570249433106576;0.7941059;22050.0
143;Actor_03;Man;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-03.wav;77989;3.5369160997732427;0.80908036;22050.0
144;Actor_03;Man;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-03.wav;83139;3.7704761904761903;0.49542207;22050.0
145;Actor_03;Man;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-03.wav;84610;3.83718820861678;0.5279606;22050.0
146;Actor_03;Man;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-03.wav;76517;3.47015873015873;0.66983473;22050.0
147;Actor_03;Man;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-03.wav;81667;3.703718820861678;0.90168095;22050.0
148;Actor_03;Man;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-03.wav;88289;4.004036281179138;0.5750354;22050.0
149;Actor_03;Man;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-03.wav;89760;4.070748299319728;0.6204342;22050.0
150;Actor_03;Man;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-03.wav;83875;3.803854875283447;0.5335427;22050.0
151;Actor_03;Man;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-03.wav;84610;3.83718820861678;0.50271434;22050.0
152;Actor_03;Man;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-03.wav;97117;4.404399092970522;0.6287338;22050.0
153;Actor_03;Man;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-03.wav;97118;4.404444444444445;0.6418183;22050.0
154;Actor_03;Man;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-03.wav;93439;4.237596371882086;0.5386215;22050.0
155;Actor_03;Man;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-03.wav;99325;4.50453514739229;0.566395;22050.0
156;Actor_03;Man;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-03.wav;82403;3.737097505668934;0.60231024;22050.0
157;Actor_03;Man;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-03.wav;84610;3.83718820861678;0.5544545;22050.0
158;Actor_03;Man;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-03.wav;77253;3.5035374149659866;0.53729707;22050.0
159;Actor_03;Man;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-03.wav;70631;3.2032199546485263;0.6919874;22050.0
160;Actor_03;Man;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-03.wav;72839;3.3033560090702947;0.8794331;22050.0
161;Actor_03;Man;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-03.wav;86081;3.9039002267573695;0.59142816;22050.0
162;Actor_03;Man;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-03.wav;72839;3.3033560090702947;0.68045396;22050.0
163;Actor_03;Man;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-03.wav;75781;3.436780045351474;0.6519031;22050.0
164;Actor_03;Man;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-03.wav;89025;4.037414965986395;0.5031203;22050.0
165;Actor_03;Man;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-03.wav;87553;3.970657596371882;0.53119487;22050.0
166;Actor_03;Man;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-03.wav;79460;3.603628117913832;0.57098126;22050.0
167;Actor_03;Man;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-03.wav;83139;3.7704761904761903;0.52289796;22050.0
168;Actor_03;Man;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-03.wav;90496;4.104126984126984;0.535616;22050.0
169;Actor_03;Man;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-03.wav;90496;4.104126984126984;0.54628;22050.0
170;Actor_03;Man;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-03.wav;84610;3.83718820861678;0.48373234;22050.0
171;Actor_03;Man;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-03.wav;86817;3.937278911564626;0.48378193;22050.0
172;Actor_03;Man;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-03.wav;71367;3.2365986394557824;0.512542;22050.0
173;Actor_03;Man;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-03.wav;74310;3.3700680272108845;0.7718165;22050.0
174;Actor_03;Man;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-03.wav;70631;3.2032199546485263;0.4940176;22050.0
175;Actor_03;Man;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-03.wav;78724;3.570249433106576;0.5881221;22050.0
176;Actor_03;Man;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-03.wav;72103;3.2699773242630386;0.4759196;22050.0
177;Actor_03;Man;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-03.wav;79460;3.603628117913832;0.6146514;22050.0
178;Actor_03;Man;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-03.wav;77253;3.5035374149659866;0.59640986;22050.0
179;Actor_03;Man;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-03.wav;71367;3.2365986394557824;0.49009153;22050.0
180;Actor_04;Woman;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-04.wav;72838;3.303310657596372;0.52031153;22050.0
181;Actor_04;Woman;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-04.wav;74310;3.3700680272108845;0.5183308;22050.0
182;Actor_04;Woman;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-04.wav;72103;3.2699773242630386;0.50823224;22050.0
183;Actor_04;Woman;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-04.wav;71367;3.2365986394557824;0.52262217;22050.0
184;Actor_04;Woman;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-04.wav;83874;3.803809523809524;0.5369793;22050.0
185;Actor_04;Woman;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-04.wav;82403;3.737097505668934;0.53081346;22050.0
186;Actor_04;Woman;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-04.wav;80196;3.637006802721088;0.5463323;22050.0
187;Actor_04;Woman;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-04.wav;78725;3.570294784580499;0.5409657;22050.0
188;Actor_04;Woman;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-04.wav;87553;3.970657596371882;0.5420651;22050.0
189;Actor_04;Woman;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-04.wav;83875;3.803854875283447;0.54117477;22050.0
190;Actor_04;Woman;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-04.wav;83874;3.803809523809524;0.57142687;22050.0
191;Actor_04;Woman;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-04.wav;89025;4.037414965986395;0.50917625;22050.0
