File;Emotion;sampen;hurst;dfa;lyap_e1;lyap_e2;lyap_e3;lyap_e4
03-01-04-01-02-02-01.wav;Sad;0.0040917024;0.5955356;0.63025326;0.15488762;0.03954259;-0.04479154;-0.1888376
03-01-04-02-01-01-01.wav;Sad;0.0050636586;0.68253076;0.66851753;0.15816294;0.041057963;-0.045773912;-0.19207333
03-01-04-02-01-02-01.wav;Sad;0.007646181;0.5095654;0.6004826;0.14377916;0.03653294;-0.044317205;-0.18305159
03-01-04-02-02-01-01.wav;Sad;0.003916345;0.514999;0.587326;0.15561217;0.038644474;-0.04377815;-0.18542518
03-01-04-02-02-02-01.wav;Sad;0.002795318;0.5357474;0.5590909;0.154848;0.040617645;-0.043057147;-0.18489479
03-01-05-01-01-01-01.wav;Angry;0.006015895;0.4980216;0.5537593;0.15079284;0.040812563;-0.044172358;-0.1902747
03-01-05-01-01-02-01.wav;Angry;0.0053004976;0.4185687;0.5174117;0.15344942;0.04115752;-0.043920707;-0.1903953
03-01-05-01-02-01-01.wav;Angry;0.0033806248;0.57402104;0.54998845;0.17115629;0.047816496;-0.043147482;-0.1946032
03-01-05-01-02-02-01.wav;Angry;0.0041083395;0.5558519;0.51874053;0.15155284;0.04258788;-0.04242043;-0.18669139
03-01-05-02-01-01-01.wav;Angry;0.0053648665;0.45679972;0.4114045;0.13399443;0.036526855;-0.04317445;-0.18381129
03-01-05-02-01-02-01.wav;Angry;0.013564911;0.29651567;0.42435953;0.12453825;0.03629695;-0.042426243;-0.18070127
03-01-05-02-02-01-01.wav;Angry;0.0034069018;0.3188509;0.42507485;0.11431416;0.032476448;-0.041276705;-0.18056569
03-01-05-02-02-02-01.wav;Angry;0.005848673;0.26667535;0.3615096;0.10947702;0.03173449;-0.041740093;-0.17768946
03-01-06-01-01-01-01.wav;Fearful;0.00510261;0.68737125;0.6316542;0.16731708;0.046124924;-0.042010784;-0.19099201
03-01-06-01-01-02-01.wav;Fearful;0.004020127;0.549278;0.5864372;0.21161675;0.061741192;-0.040216923;-0.20060559
03-01-06-01-02-01-01.wav;Fearful;0.0029413553;0.72860765;0.6650572;0.16326104;0.043542758;-0.045361172;-0.19227119
03-01-06-01-02-02-01.wav;Fearful;0.004752105;0.6735203;0.6402634;0.16536045;0.046032306;-0.04355967;-0.19097784
03-01-06-02-01-01-01.wav;Fearful;0.0050254427;0.6331838;0.5574033;0.118664704;0.03554167;-0.040182184;-0.17912194
03-01-06-02-01-02-01.wav;Fearful;0.0068739215;0.4449394;0.48440754;0.123469345;0.038636703;-0.038244728;-0.17924975
03-01-06-02-02-01-01.wav;Fearful;0.0025278633;0.4892678;0.45140305;0.11248846;0.03349578;-0.041669887;-0.17527987
03-01-06-02-02-02-01.wav;Fearful;0.003600366;0.5511063;0.4905709;0.13133824;0.037792522;-0.040855862;-0.18183176
03-01-07-01-01-01-01.wav;Disgust;0.0066338405;0.46764755;0.6191866;0.14819941;0.039830178;-0.043941136;-0.18947852
03-01-07-01-01-02-01.wav;Disgust;0.0049639605;0.48377806;0.5911645;0.14748381;0.038845316;-0.044802446;-0.18771859
03-01-07-01-02-01-01.wav;Disgust;0.0046158456;0.5570351;0.6101704;0.16161823;0.044161182;-0.04382409;-0.19062209
03-01-07-01-02-02-01.wav;Disgust;0.0048065744;0.58378696;0.62499225;0.15986408;0.043236647;-0.04391025;-0.1899418
03-01-07-02-01-01-01.wav;Disgust;0.0079876175;0.36842608;0.48162022;0.13991085;0.039775927;-0.041728757;-0.18658829
03-01-07-02-01-02-01.wav;Disgust;0.005792267;0.3523419;0.5016984;0.15109485;0.04264484;-0.044048205;-0.19180745
03-01-07-02-02-01-01.wav;Disgust;0.008050447;0.40812704;0.49809766;0.15009381;0.03983843;-0.045664832;-0.1911395
03-01-07-02-02-02-01.wav;Disgust;0.0052526332;0.49513587;0.5131472;0.16714609;0.048836738;-0.04236196;-0.19227013
03-01-08-01-01-01-01.wav;Surprised;0.005702792;0.524351;0.6420955;0.15627863;0.04072918;-0.04487395;-0.18551098
03-01-08-01-01-02-01.wav;Surprised;0.004368859;0.5987708;0.6210993;0.1483781;0.038892433;-0.04240824;-0.1833949
03-01-08-01-02-01-01.wav;Surprised;0.0035108859;0.5878914;0.6275195;0.1611634;0.042940855;-0.043824498;-0.19006783
03-01-08-01-02-02-01.wav;Surprised;0.0039696554;0.5431103;0.5826968;0.14750345;0.038636018;-0.044831518;-0.18403701
03-01-08-02-01-01-01.wav;Surprised;0.003885997;0.6094877;0.5831852;0.14315194;0.03669542;-0.04454631;-0.18097286
03-01-08-02-01-02-01.wav;Surprised;0.0051558446;0.55999947;0.54804504;0.13681598;0.036182754;-0.0441672;-0.18077347
03-01-08-02-02-01-01.wav;Surprised;0.0033539394;0.53816164;0.57548785;0.14281644;0.034953013;-0.04540432;-0.18287066
03-01-08-02-02-02-01.wav;Surprised;0.001851399;0.6412116;0.5328814;0.15617247;0.04120269;-0.042804565;-0.18399997
03-01-01-01-01-01-02.wav;Neutral;0.0069930274;0.47789097;0.508722;0.1704681;0.05008362;-0.041779194;-0.19465683
03-01-01-01-01-02-02.wav;Neutral;0.0065111057;0.52961165;0.49912134;0.16162461;0.04402624;-0.04406027;-0.19407882
03-01-01-01-02-01-02.wav;Neutral;0.005929148;0.5300705;0.47023353;0.15883428;0.04493865;-0.043295525;-0.19146852
03-01-01-01-02-02-02.wav;Neutral;0.0051566665;0.47773373;0.47913802;0.15544738;0.042037558;-0.04492232;-0.19040044
03-01-02-01-01-01-02.wav;Calm;0.007939434;0.57534426;0.5470887;0.15927029;0.044670697;-0.044485796;-0.19352497
03-01-02-01-01-02-02.wav;Calm;0.005630324;0.4105123;0.55293065;0.15465805;0.041969154;-0.043227077;-0.18687622
03-01-02-01-02-01-02.wav;Calm;0.00460118;0.5113008;0.5391099;0.14930226;0.04102324;-0.044405308;-0.19018145
03-01-02-01-02-02-02.wav;Calm;0.0057675517;0.33081385;0.5246248;0.16056338;0.04511522;-0.042032905;-0.19146723
03-01-02-02-01-01-02.wav;Calm;0.009651152;0.40199235;0.54143333;0.16479078;0.046569716;-0.042473342;-0.19350584
03-01-02-02-01-02-02.wav;Calm;0.008787557;0.31709683;0.5306343;0.1610702;0.045453843;-0.044027016;-0.19278033
03-01-02-02-02-01-02.wav;Calm;0.0072125737;0.31596813;0.50526845;0.1631881;0.045941476;-0.04464223;-0.19490212
03-01-02-02-02-02-02.wav;Calm;0.0060983603;0.3397385;0.5369305;0.1569994;0.042841483;-0.045176078;-0.19188465
03-01-03-01-01-01-02.wav;Happy;0.0057870396;0.40796122;0.45376146;0.17435257;0.049593706;-0.04153711;-0.1924106
03-01-03-01-01-02-02.wav;Happy;0.006493461;0.446704;0.4607055;0.17092635;0.048345584;-0.04192999;-0.19231172
03-01-03-01-02-01-02.wav;Happy;0.005155382;0.37851426;0.44014463;0.16843897;0.04741347;-0.042991094;-0.1908203
03-01-03-01-02-02-02.wav;Happy;0.0054728924;0.4299862;0.43835336;0.17234446;0.05107375;-0.041809723;-0.19174884
03-01-03-02-01-01-02.wav;Happy;0.0053155404;0.38353625;0.41433814;0.14648895;0.041640513;-0.04337414;-0.18379547
03-01-03-02-01-02-02.wav;Happy;0.0060104476;0.40590364;0.40993217;0.1437509;0.04125833;-0.043339342;-0.1842391
03-01-03-02-02-01-02.wav;Happy;0.0038632087;0.4074906;0.44222373;0.15080796;0.044280525;-0.041326202;-0.18645416
03-01-03-02-02-02-02.wav;Happy;0.0037549818;0.4125999;0.41866532;0.13956885;0.039634563;-0.042612124;-0.18208252
03-01-04-01-01-01-02.wav;Sad;0.0050324243;0.41416848;0.5495176;0.16701485;0.04900285;-0.040645853;-0.19144039
03-01-04-01-01-02-02.wav;Sad;0.004331921;0.41036642;0.51707053;0.17257337;0.050066613;-0.042610005;-0.19210063
03-01-04-01-02-01-02.wav;Sad;0.0056979144;0.4141621;0.52640575;0.15868565;0.044208817;-0.043828867;-0.19093888
03-01-04-01-02-02-02.wav;Sad;0.006281984;0.4119242;0.5288928;0.1565447;0.042769216;-0.04484617;-0.1906351
03-01-04-02-01-01-02.wav;Sad;0.007052322;0.37369373;0.46820742;0.16829577;0.04832361;-0.04323243;-0.19484112
03-01-04-02-01-02-02.wav;Sad;0.005632433;0.3887386;0.48988986;0.16668697;0.04799193;-0.045337293;-0.19523971
03-01-04-02-02-01-02.wav;Sad;0.0046349405;0.3517649;0.4887222;0.15862906;0.042640597;-0.04551201;-0.19481948
03-01-04-02-02-02-02.wav;Sad;0.0039600283;0.33499092;0.47313243;0.15503752;0.043161284;-0.042076565;-0.19263694
03-01-05-01-01-01-02.wav;Angry;0.004235505;0.561175;0.52147716;0.1635913;0.0476047;-0.041899566;-0.19332987
03-01-05-01-01-02-02.wav;Angry;0.005181467;0.52866685;0.45087847;0.15658715;0.044290558;-0.043840557;-0.1929301
03-01-05-01-02-01-02.wav;Angry;0.005286751;0.51605415;0.4576147;0.1500474;0.04131177;-0.044032484;-0.18820602
03-01-05-01-02-02-02.wav;Angry;0.00709631;0.44480166;0.44241008;0.14967637;0.04369049;-0.041982815;-0.18849386
03-01-05-02-01-01-02.wav;Angry;0.004393091;0.50484073;0.36718968;0.13359268;0.037547685;-0.04186411;-0.18119358
03-01-05-02-01-02-02.wav;Angry;0.0043786056;0.5042956;0.38706064;0.14740056;0.04290013;-0.041952696;-0.18765959
03-01-05-02-02-01-02.wav;Angry;0.0062718117;0.5025362;0.32012722;0.13418582;0.037872143;-0.042031214;-0.1811336
03-01-05-02-02-02-02.wav;Angry;0.007110637;0.46008956;0.32208306;0.14487699;0.042870957;-0.04021254;-0.18301034
03-01-06-01-01-01-02.wav;Fearful;0.0033072338;0.29345515;0.4435049;0.12967063;0.03925749;-0.040327538;-0.18042415
03-01-06-01-01-02-02.wav;Fearful;0.00398634;0.27345267;0.43156838;0.1368123;0.04200776;-0.039298926;-0.18095002
03-01-06-01-02-01-02.wav;Fearful;0.0027265404;0.36800787;0.4319431;0.13806018;0.03991615;-0.041155327;-0.18280995
03-01-06-01-02-02-02.wav;Fearful;0.0022529112;0.30145913;0.41852376;0.14720577;0.043463193;-0.040769838;-0.18602337
03-01-06-02-01-01-02.wav;Fearful;0.0063935956;0.3342409;0.39996016;0.12389424;0.03397154;-0.04351388;-0.17981343
03-01-06-02-01-02-02.wav;Fearful;0.0042660483;0.3279997;0.40196607;0.1271744;0.034495838;-0.04248139;-0.1790973
03-01-06-02-02-01-02.wav;Fearful;0.004067602;0.37576553;0.39578575;0.12864262;0.03705787;-0.04110668;-0.17998894
03-01-06-02-02-02-02.wav;Fearful;0.004298036;0.4685054;0.38960245;0.12958299;0.036349043;-0.042379376;-0.1811118
03-01-07-01-01-01-02.wav;Disgust;0.0066302125;0.39529237;0.50517404;0.1577096;0.046395555;-0.040527444;-0.18979454
03-01-07-01-01-02-02.wav;Disgust;0.006568014;0.38887846;0.5189195;0.15004952;0.04364169;-0.0421035;-0.18632096
03-01-07-01-02-01-02.wav;Disgust;0.0055898596;0.39058363;0.48847064;0.15160091;0.041560907;-0.04364151;-0.1883688
03-01-07-01-02-02-02.wav;Disgust;0.0038684008;0.3736811;0.49134144;0.15737364;0.04393562;-0.04202391;-0.18880296
03-01-07-02-01-01-02.wav;Disgust;0.008417062;0.3373064;0.47974744;0.1481054;0.042489253;-0.042455226;-0.18935658
03-01-07-02-01-02-02.wav;Disgust;0.009800667;0.47986364;0.46822593;0.13913417;0.03783061;-0.044648178;-0.18800597
03-01-07-02-02-01-02.wav;Disgust;0.0032379143;0.36031193;0.45374545;0.14502;0.040535007;-0.04389736;-0.18863271
03-01-07-02-02-02-02.wav;Disgust;0.0066112177;0.4544162;0.45037493;0.14120397;0.040816676;-0.043149356;-0.18865113
03-01-08-01-01-01-02.wav;Surprised;0.0030591816;0.6292331;0.51406705;0.1422115;0.04034509;-0.044566672;-0.18808132
03-01-08-01-01-02-02.wav;Surprised;0.0031764412;0.46773052;0.4631467;0.1709334;0.050322477;-0.041827478;-0.19109301
03-01-08-01-02-01-02.wav;Surprised;0.0024758007;0.50671333;0.45185104;0.16177072;0.045059856;-0.042093888;-0.19051385
03-01-08-01-02-02-02.wav;Surprised;0.0012216052;0.49266014;0.45016629;0.15142182;0.043543573;-0.04297395;-0.1894917
03-01-08-02-01-01-02.wav;Surprised;0.0038207208;0.5509816;0.47512266;0.14624622;0.042125966;-0.043455474;-0.19039547
03-01-08-02-01-02-02.wav;Surprised;0.0034284613;0.565713;0.43149674;0.14078768;0.04035011;-0.044594925;-0.18523934
03-01-08-02-02-01-02.wav;Surprised;0.0018995607;0.5499549;0.4307831;0.15072837;0.04089785;-0.04474531;-0.19033766
03-01-08-02-02-02-02.wav;Surprised;0.0020745234;0.3502434;0.41888738;0.14500153;0.039060444;-0.044654254;-0.19142249
03-01-01-01-01-01-03.wav;Neutral;0.0058457046;0.4913454;0.5524038;0.15135382;0.041499045;-0.041556288;-0.1854359
03-01-01-01-01-02-03.wav;Neutral;0.0061123273;0.7604291;0.59489113;0.12726122;0.033748813;-0.044984154;-0.18289565
03-01-01-01-02-01-03.wav;Neutral;0.004693662;0.5491424;0.5348455;0.13582566;0.038133092;-0.043662317;-0.18356328
03-01-01-01-02-02-03.wav;Neutral;0.0048502553;0.52655596;0.5204158;0.14083007;0.038835794;-0.04545577;-0.18854846
03-01-02-01-01-01-03.wav;Calm;0.0061975764;0.50080615;0.6352097;0.13935427;0.039009605;-0.04394505;-0.18558887
03-01-02-01-01-02-03.wav;Calm;0.0075516272;0.45097372;0.6136726;0.14889991;0.04202142;-0.04319648;-0.1847347
03-01-02-01-02-01-03.wav;Calm;0.004399693;0.5191363;0.62413025;0.16905627;0.04962748;-0.041579206;-0.19111748
03-01-02-01-02-02-03.wav;Calm;0.0063083586;0.61525184;0.64889574;0.15418391;0.043702587;-0.042603657;-0.18937534
03-01-02-02-01-01-03.wav;Calm;0.022572108;0.5804593;0.66575986;0.14297661;0.044093713;-0.039368063;-0.18249762
03-01-02-02-01-02-03.wav;Calm;0.007321292;0.4994067;0.6056964;0.14161047;0.0435624;-0.039154846;-0.18247524
03-01-02-02-02-01-03.wav;Calm;0.0069478257;0.713144;0.7238825;0.14510526;0.04120391;-0.042752594;-0.18310572
03-01-02-02-02-02-03.wav;Calm;0.007678579;0.6337614;0.64712536;0.14503835;0.041820016;-0.041645363;-0.18577816
03-01-03-01-01-01-03.wav;Happy;0.0058241673;0.43763697;0.59811723;0.15426143;0.046552528;-0.03934184;-0.1850308
03-01-03-01-01-02-03.wav;Happy;0.0051080403;0.46014875;0.51916397;0.13430561;0.039831094;-0.041533325;-0.18229958
03-01-03-01-02-01-03.wav;Happy;0.003156053;0.36052728;0.50342107;0.14476143;0.041372117;-0.042979114;-0.18564454
03-01-03-01-02-02-03.wav;Happy;0.0034266356;0.40218878;0.5277545;0.13802102;0.03841354;-0.041917577;-0.1834134
03-01-03-02-01-01-03.wav;Happy;0.007480044;0.40835404;0.49954733;0.13024625;0.037147418;-0.041276876;-0.18072705
03-01-03-02-01-02-03.wav;Happy;0.0061696726;0.3686118;0.45793462;0.123783365;0.035683192;-0.041204885;-0.17867628
03-01-03-02-02-01-03.wav;Happy;0.007995689;0.49605468;0.5041185;0.119392626;0.034369957;-0.042700548;-0.18221372
03-01-03-02-02-02-03.wav;Happy;0.0060481243;0.5438908;0.5696471;0.12755921;0.03783144;-0.042216122;-0.18057062
03-01-04-01-01-01-03.wav;Sad;0.009319291;0.5437389;0.6154146;0.14247818;0.04099284;-0.04318918;-0.18522677
03-01-04-01-01-02-03.wav;Sad;0.008617132;0.6715117;0.7885763;0.13369463;0.03465206;-0.04514181;-0.18589552
03-01-04-01-02-01-03.wav;Sad;0.009820106;0.6836183;0.7941059;0.14492819;0.041596472;-0.04163788;-0.18456544
03-01-04-01-02-02-03.wav;Sad;0.011293469;0.66575545;0.80908036;0.14711352;0.039760716;-0.043692436;-0.18684721
03-01-04-02-01-01-03.wav;Sad;0.007395462;0.38021213;0.49542207;0.15889168;0.04543447;-0.04146028;-0.18754752
03-01-04-02-01-02-03.wav;Sad;0.006966066;0.38423857;0.5279606;0.129409;0.037057538;-0.041313305;-0.18104692
03-01-04-02-02-01-03.wav;Sad;0.009632605;0.68978125;0.66983473;0.11696309;0.03109476;-0.04246066;-0.17909737
03-01-04-02-02-02-03.wav;Sad;0.007816177;0.7045621;0.90168095;0.12899949;0.03434294;-0.0443473;-0.18359935
03-01-05-01-01-01-03.wav;Angry;0.007162666;0.46884668;0.5750354;0.13581578;0.039630104;-0.042779334;-0.18690173
03-01-05-01-01-02-03.wav;Angry;0.007407955;0.3879554;0.6204342;0.12842664;0.039460115;-0.040094137;-0.17958312
03-01-05-01-02-01-03.wav;Angry;0.007211987;0.3767292;0.5335427;0.124505505;0.034885526;-0.04189769;-0.1803884
03-01-05-01-02-02-03.wav;Angry;0.0041576796;0.34860477;0.50271434;0.13033049;0.03980591;-0.038000323;-0.17876785
03-01-05-02-01-01-03.wav;Angry;0.0061055645;0.6276139;0.6287338;0.102668904;0.028464014;-0.04292245;-0.17575781
03-01-05-02-01-02-03.wav;Angry;0.006881308;0.5907045;0.6418183;0.108452134;0.03138494;-0.042689767;-0.17779107
03-01-05-02-02-01-03.wav;Angry;0.0058056028;0.60115546;0.5386215;0.109449364;0.0312871;-0.04315076;-0.17796114
03-01-05-02-02-02-03.wav;Angry;0.0070544723;0.5299721;0.566395;0.116713695;0.03505896;-0.041111488;-0.17792757
03-01-06-01-01-01-03.wav;Fearful;0.007755893;0.47663176;0.60231024;0.15849929;0.045929056;-0.043445565;-0.19415773
03-01-06-01-01-02-03.wav;Fearful;0.0104179755;0.3377871;0.5544545;0.14930123;0.046970394;-0.03839741;-0.18601593
03-01-06-01-02-01-03.wav;Fearful;0.004264285;0.42586443;0.53729707;0.15783902;0.045703616;-0.04247369;-0.18940869
03-01-06-01-02-02-03.wav;Fearful;0.005006806;0.59722155;0.6919874;0.1536333;0.044714127;-0.04136777;-0.18854275
03-01-06-02-01-01-03.wav;Fearful;0.015829254;0.75498533;0.8794331;0.11838857;0.03466222;-0.041405622;-0.17977521
03-01-06-02-01-02-03.wav;Fearful;0.011741906;0.4739308;0.59142816;0.11873448;0.03605245;-0.04008119;-0.17692274
03-01-06-02-02-01-03.wav;Fearful;0.005667213;0.66207445;0.68045396;0.10987504;0.03020271;-0.04345649;-0.17903516
03-01-06-02-02-02-03.wav;Fearful;0.006923621;0.48749974;0.6519031;0.12013762;0.036395203;-0.040807195;-0.1797054
03-01-07-01-01-01-03.wav;Disgust;0.011625378;0.38540477;0.5031203;0.13604699;0.04108436;-0.040893137;-0.18217291
03-01-07-01-01-02-03.wav;Disgust;0.00847067;0.41823143;0.53119487;0.16952439;0.050964832;-0.041440375;-0.19475624
03-01-07-01-02-01-03.wav;Disgust;0.0027065468;0.5243161;0.57098126;0.13017553;0.03830601;-0.041522495;-0.1832526
03-01-07-01-02-02-03.wav;Disgust;0.009217899;0.37729463;0.52289796;0.14577736;0.043379452;-0.04070611;-0.18776986
03-01-07-02-01-01-03.wav;Disgust;0.008565249;0.45579994;0.535616;0.14974305;0.047102384;-0.03851286;-0.18703257
03-01-07-02-01-02-03.wav;Disgust;0.017010044;0.40754366;0.54628;0.12782905;0.037943643;-0.041068777;-0.18206492
03-01-07-02-02-01-03.wav;Disgust;0.015217845;0.39401448;0.48373234;0.15273371;0.043995626;-0.04372334;-0.18939607
03-01-07-02-02-02-03.wav;Disgust;0.008266371;0.38441834;0.48378193;0.12840243;0.038540613;-0.0423056;-0.18081844
03-01-08-01-01-01-03.wav;Surprised;0.00554657;0.38498494;0.512542;0.13322254;0.03881873;-0.041851528;-0.18150544
03-01-08-01-01-02-03.wav;Surprised;0.0032779728;0.6763132;0.7718165;0.13281915;0.03741197;-0.043856215;-0.18468483
03-01-08-01-02-01-03.wav;Surprised;0.0018002199;0.47860757;0.4940176;0.13820489;0.03762712;-0.041533228;-0.18342142
03-01-08-01-02-02-03.wav;Surprised;0.0040233075;0.47423652;0.5881221;0.13870354;0.041307792;-0.041212045;-0.18116727
03-01-08-02-01-01-03.wav;Surprised;0.004134482;0.4984642;0.4759196;0.14413258;0.04273175;-0.03970303;-0.1815276
03-01-08-02-01-02-03.wav;Surprised;0.004686196;0.50323206;0.6146514;0.13297689;0.03863154;-0.042062983;-0.18261826
03-01-08-02-02-01-03.wav;Surprised;0.0038836093;0.54865897;0.59640986;0.13073076;0.036447093;-0.042862598;-0.18219657
03-01-08-02-02-02-03.wav;Surprised;0.0029697283;0.4740253;0.49009153;0.13506927;0.038353026;-0.041765865;-0.180641
03-01-01-01-01-01-04.wav;Neutral;0.004187678;0.37052292;0.52031153;0.1564911;0.042258944;-0.044450335;-0.19023082
03-01-01-01-01-02-04.wav;Neutral;0.0038301;0.3434114;0.5183308;0.16905037;0.048190102;-0.04383974;-0.1943124
03-01-01-01-02-01-04.wav;Neutral;0.0020790435;0.3636755;0.50823224;0.16811319;0.045665048;-0.043673813;-0.19627032
03-01-01-01-02-02-04.wav;Neutral;0.0028673036;0.36597973;0.52262217;0.15980126;0.04400472;-0.04573293;-0.1920673
03-01-02-01-01-01-04.wav;Calm;0.0044699484;0.46454534;0.5369793;0.1608606;0.045812435;-0.04326931;-0.19338273
03-01-02-01-01-02-04.wav;Calm;0.0043506064;0.44159552;0.53081346;0.1644675;0.046480972;-0.04129656;-0.19017519
03-01-02-01-02-01-04.wav;Calm;0.0031306765;0.55579376;0.5463323;0.13621189;0.036623664;-0.044748794;-0.18651365
03-01-02-01-02-02-04.wav;Calm;0.004158999;0.4550292;0.5409657;0.15025859;0.043415215;-0.042484425;-0.18739349
03-01-02-02-01-01-04.wav;Calm;0.006416665;0.27026892;0.5420651;0.15825099;0.04620123;-0.042708352;-0.19308667
03-01-02-02-01-02-04.wav;Calm;0.0059642643;0.3216799;0.54117477;0.1519447;0.044907957;-0.04059923;-0.1861597
03-01-02-02-02-01-04.wav;Calm;0.008811693;0.56428564;0.57142687;0.13633619;0.038998496;-0.043679867;-0.18641219
03-01-02-02-02-02-04.wav;Calm;0.0033861764;0.31884018;0.50917625;0.15854923;0.042941134;-0.045425978;-0.1932154
03-01-03-01-01-01-04.wav;Happy;0.004102046;0.3547886;0.4925576;0.16373958;0.047117542;-0.041819982;-0.18911152
03-01-03-01-01-02-04.wav;Happy;0.004487072;0.3633863;0.45225996;0.16147605;0.045422483;-0.042213567;-0.18690903
03-01-03-01-02-01-04.wav;Happy;0.0016776373;0.41030306;0.48795357;0.14810428;0.0414614;-0.043929372;-0.18744645
03-01-03-01-02-02-04.wav;Happy;0.0017150248;0.43188974;0.46330184;0.1676738;0.047432926;-0.043692727;-0.1894475
03-01-03-02-01-01-04.wav;Happy;0.0042186817;0.5286894;0.41448382;0.12714465;0.03607501;-0.041692846;-0.17821781
03-01-03-02-01-02-04.wav;Happy;0.0035527335;0.48488718;0.41256547;0.13366003;0.039036684;-0.04009105;-0.17938511
03-01-03-02-02-01-04.wav;Happy;0.0019282541;0.33020568;0.4164896;0.1462246;0.040220436;-0.042061493;-0.18281142
03-01-03-02-02-02-04.wav;Happy;0.002335211;0.49600783;0.38799396;0.13570757;0.03830684;-0.04007797;-0.17954405
03-01-04-01-01-01-04.wav;Sad;0.004573346;0.44240597;0.536849;0.16600996;0.04526358;-0.044415094;-0.19460876
03-01-04-01-01-02-04.wav;Sad;0.004134359;0.37821543;0.4945;0.14940132;0.04228713;-0.043188177;-0.18967168
03-01-04-01-02-01-04.wav;Sad;0.0017352154;0.41267952;0.45357925;0.14205769;0.039798304;-0.0448853;-0.18692398
03-01-04-01-02-02-04.wav;Sad;0.0027519208;0.35917923;0.44268852;0.15862982;0.045105036;-0.042470895;-0.18750066
03-01-04-02-01-01-04.wav;Sad;0.0041583898;0.40027422;0.41861433;0.13899273;0.03998315;-0.041937854;-0.18331766
03-01-04-02-01-02-04.wav;Sad;0.0041001486;0.57261854;0.43047318;0.16207045;0.045791175;-0.040747646;-0.1884464
03-01-04-02-02-01-04.wav;Sad;0.0030622205;0.3744129;0.37001842;0.13303581;0.037481323;-0.040825065;-0.18009876
03-01-04-02-02-02-04.wav;Sad;0.0046056253;0.5905891;0.38945627;0.12548621;0.034963105;-0.04115791;-0.17900628
03-01-05-01-01-01-04.wav;Angry;0.0047131227;0.36657274;0.45549154;0.14851293;0.040921673;-0.043355033;-0.18981439
03-01-05-01-01-02-04.wav;Angry;0.0038705096;0.38721475;0.44712758;0.15476315;0.04184807;-0.04350511;-0.189958
03-01-05-01-02-01-04.wav;Angry;0.0021473404;0.38582703;0.44531003;0.14759493;0.042961247;-0.0436183;-0.18578269
