File;Emotion;lyap_e1;lyap_e2;lyap_e3;lyap_e4;sampen;hurst;dfa
03-01-03-02-02-01-01.wav;Happy;0.14106767;0.039577886;-0.04913194;-0.19765551;0.0024273118;0.46784982;0.3973348
03-01-03-02-02-02-01.wav;Happy;0.17371108;0.0443328;-0.053393338;-0.21663015;0.003165649;0.4476678;0.38588515
03-01-04-01-01-01-01.wav;Sad;0.19243237;0.046724353;-0.054832928;-0.22502258;0.005162034;0.41904584;0.5282334
03-01-04-01-01-02-01.wav;Sad;0.20197229;0.052771173;-0.054780133;-0.23058286;0.0035044758;0.47140923;0.52384126
03-01-04-01-02-01-01.wav;Sad;0.17908894;0.042573433;-0.05638681;-0.22975218;0.0036640589;0.4472464;0.50243956
03-01-04-01-02-02-01.wav;Sad;0.19813785;0.047341205;-0.05888459;-0.23235252;0.0035059354;0.50277627;0.5214466
03-01-04-02-01-01-01.wav;Sad;0.18369412;0.04615149;-0.056735758;-0.22585674;0.0035041908;0.6288078;0.5302948
03-01-04-02-01-02-01.wav;Sad;0.18827085;0.043741442;-0.059096374;-0.22655609;0.0066536427;0.44188756;0.4560252
03-01-04-02-02-01-01.wav;Sad;0.19397795;0.05030366;-0.05474066;-0.2279468;0.0023275993;0.42454705;0.45126042
03-01-04-02-02-02-01.wav;Sad;0.20555057;0.054734208;-0.058433134;-0.23635817;0.0020696355;0.44172668;0.43222514
03-01-05-01-01-01-01.wav;Angry;0.15566397;0.03912633;-0.055102397;-0.21059088;0.0058088154;0.41529623;0.45139074
03-01-05-01-01-02-01.wav;Angry;0.15795226;0.0401159;-0.05580792;-0.21739714;0.0046105613;0.36486652;0.41103828
03-01-05-01-02-01-01.wav;Angry;0.18974063;0.04948184;-0.0522694;-0.22583766;0.0026800346;0.48607805;0.42607543
03-01-05-01-02-02-01.wav;Angry;0.14582504;0.036340352;-0.053298086;-0.20568813;0.0029791538;0.48223883;0.40326437
03-01-05-02-01-01-01.wav;Angry;0.111154094;0.024106119;-0.05263933;-0.19365732;0.0039276937;0.4755581;0.30093494
03-01-05-02-01-02-01.wav;Angry;0.08278087;0.016813664;-0.049312472;-0.18056238;0.010500654;0.26539838;0.31763762
03-01-05-02-02-01-01.wav;Angry;0.078630544;0.013395139;-0.05169134;-0.18044177;0.0035249244;0.28603402;0.32220396
03-01-05-02-02-02-01.wav;Angry;0.06330611;0.0076046996;-0.05216445;-0.17270365;0.0055454033;0.262239;0.26031417
03-01-06-01-01-01-01.wav;Fearful;0.16937427;0.043729477;-0.051556725;-0.21307932;0.004931263;0.6190216;0.49321336
03-01-06-01-01-02-01.wav;Fearful;0.19165172;0.056736976;-0.0487139;-0.21915342;0.0039436994;0.49135494;0.44055602
03-01-06-01-02-01-01.wav;Fearful;0.17808674;0.0492679;-0.050596796;-0.21238627;0.0027812046;0.65999234;0.5377782
03-01-06-01-02-02-01.wav;Fearful;0.17565991;0.043282364;-0.054104164;-0.21817361;0.0035848217;0.6149691;0.51388156
03-01-06-02-01-01-01.wav;Fearful;0.08131735;0.018319;-0.047674265;-0.17743023;0.0049215457;0.63552386;0.44545218
03-01-06-02-01-02-01.wav;Fearful;0.07856056;0.014882876;-0.048805043;-0.17475806;0.0060523534;0.43591413;0.35637665
03-01-06-02-02-01-01.wav;Fearful;0.073414564;0.015850957;-0.048925303;-0.17581964;0.0028295736;0.49284083;0.33926058
03-01-06-02-02-02-01.wav;Fearful;0.08580735;0.0193193;-0.047467366;-0.17669477;0.0037649495;0.55854046;0.37456167
03-01-07-01-01-01-01.wav;Disgust;0.15080376;0.03825666;-0.05285649;-0.20653161;0.007075647;0.3661904;0.505807
03-01-07-01-01-02-01.wav;Disgust;0.16583896;0.04230547;-0.053980935;-0.21675484;0.005023784;0.40844667;0.47707906
03-01-07-01-02-01-01.wav;Disgust;0.18141136;0.0454351;-0.052718695;-0.22171567;0.0050974563;0.4497942;0.5100269
03-01-07-01-02-02-01.wav;Disgust;0.2004079;0.050534364;-0.05582614;-0.23417501;0.0042127343;0.48284775;0.49527034
03-01-07-02-01-01-01.wav;Disgust;0.120198384;0.029892676;-0.04912132;-0.19147438;0.006756584;0.3600358;0.35658467
03-01-07-02-01-02-01.wav;Disgust;0.14479494;0.03726043;-0.054620128;-0.20653793;0.005797929;0.3143121;0.3692072
03-01-07-02-02-01-01.wav;Disgust;0.16048501;0.044907346;-0.047135025;-0.20503356;0.008521965;0.33330408;0.38616452
03-01-07-02-02-02-01.wav;Disgust;0.1741396;0.04859761;-0.052163836;-0.2217037;0.0036818678;0.43990582;0.3860249
03-01-08-01-01-01-01.wav;Surprised;0.20336238;0.05073185;-0.05844742;-0.23256741;0.0051691607;0.42768762;0.49991298
03-01-08-01-01-02-01.wav;Surprised;0.20005955;0.04510771;-0.059306342;-0.23428008;0.00407431;0.5049872;0.49751574
03-01-08-01-02-01-01.wav;Surprised;0.2023645;0.050693758;-0.05762388;-0.229718;0.0032799602;0.5028609;0.49695197
03-01-08-01-02-02-01.wav;Surprised;0.21067236;0.0496828;-0.05572638;-0.23751268;0.0022251091;0.45700815;0.46289366
03-01-08-02-01-01-01.wav;Surprised;0.17246747;0.041512504;-0.0565398;-0.22164637;0.0027282329;0.5475414;0.44343427
03-01-08-02-01-02-01.wav;Surprised;0.16091143;0.03510458;-0.056259677;-0.21689634;0.00409945;0.5288862;0.4133121
03-01-08-02-02-01-01.wav;Surprised;0.17359534;0.039652035;-0.057113398;-0.22055446;0.00315604;0.47450194;0.44901848
03-01-08-02-02-02-01.wav;Surprised;0.19840962;0.049911752;-0.056130983;-0.22879785;0.0017661669;0.5558571;0.40878898
03-01-01-01-01-01-02.wav;Neutral;0.16819458;0.049693882;-0.046861935;-0.2062338;0.006404919;0.39338627;0.37930313
03-01-01-01-01-02-02.wav;Neutral;0.16484755;0.046278402;-0.05066316;-0.20784792;0.0048464164;0.4779143;0.37245208
03-01-01-01-02-01-02.wav;Neutral;0.17038088;0.046787683;-0.050998036;-0.21345903;0.0055329534;0.46834663;0.33573014
03-01-01-01-02-02-02.wav;Neutral;0.15480044;0.041800447;-0.051346626;-0.2069931;0.005326326;0.41464093;0.34578496
03-01-02-01-01-01-02.wav;Calm;0.16830237;0.046904203;-0.050525192;-0.20724992;0.0075253323;0.53746223;0.40828586
03-01-02-01-01-02-02.wav;Calm;0.15201622;0.03871812;-0.05341234;-0.2045306;0.004194642;0.37571785;0.42885992
03-01-02-01-02-01-02.wav;Calm;0.13721612;0.037725803;-0.048939884;-0.19463499;0.0041765533;0.47734842;0.4047944
03-01-02-01-02-02-02.wav;Calm;0.14864926;0.041201595;-0.04896687;-0.20254967;0.004729692;0.29173577;0.4056682
03-01-02-02-01-01-02.wav;Calm;0.17182179;0.045440007;-0.052021567;-0.21369845;0.008333399;0.34871417;0.41036507
03-01-02-02-01-02-02.wav;Calm;0.14825368;0.03790766;-0.051552422;-0.2088274;0.0068403436;0.2789068;0.41341135
03-01-02-02-02-01-02.wav;Calm;0.15670319;0.04206461;-0.049835924;-0.20484409;0.006045009;0.2524402;0.37452862
03-01-02-02-02-02-02.wav;Calm;0.14389843;0.037679683;-0.051119268;-0.19687672;0.0056622736;0.27481613;0.40652224
03-01-03-01-01-01-02.wav;Happy;0.15404214;0.04550303;-0.048696704;-0.20538272;0.004207739;0.36291125;0.3256141
03-01-03-01-01-02-02.wav;Happy;0.17014171;0.04609726;-0.05164099;-0.21082635;0.0058209086;0.42531365;0.33625484
03-01-03-01-02-01-02.wav;Happy;0.15261158;0.044062532;-0.045767345;-0.19619833;0.004187685;0.3325704;0.31402877
03-01-03-01-02-02-02.wav;Happy;0.16907717;0.04734109;-0.04972975;-0.20994918;0.004791648;0.36715597;0.31229243
03-01-03-02-01-01-02.wav;Happy;0.1355218;0.03391578;-0.049977586;-0.1971728;0.0045611993;0.3497134;0.29047745
03-01-03-02-01-02-02.wav;Happy;0.12767017;0.03312788;-0.051884163;-0.20138152;0.0048061945;0.40079254;0.2909332
03-01-03-02-02-01-02.wav;Happy;0.1237129;0.032248594;-0.049573682;-0.19032478;0.0044131232;0.40092617;0.31387392
03-01-03-02-02-02-02.wav;Happy;0.12242201;0.033616837;-0.050239857;-0.19462447;0.0032607988;0.38090864;0.3136657
03-01-04-01-01-01-02.wav;Sad;0.147427;0.04202907;-0.047738872;-0.19734046;0.002597349;0.36463982;0.40837452
03-01-04-01-01-02-02.wav;Sad;0.16876568;0.048555143;-0.049192607;-0.20634513;0.0026315674;0.36960748;0.37927395
03-01-04-01-02-01-02.wav;Sad;0.15154389;0.040505826;-0.051472474;-0.20507018;0.0031153376;0.378732;0.3883321
03-01-04-01-02-02-02.wav;Sad;0.15307291;0.038869962;-0.053349935;-0.21059118;0.002233387;0.37708205;0.39106873
03-01-04-02-01-01-02.wav;Sad;0.15534194;0.042722188;-0.048614535;-0.20419517;0.0060145888;0.34569055;0.33433196
03-01-04-02-01-02-02.wav;Sad;0.16444837;0.045447413;-0.050103437;-0.20770267;0.0036703807;0.38024;0.355999
03-01-04-02-02-01-02.wav;Sad;0.1615759;0.04413695;-0.051462222;-0.2092896;0.0027743236;0.31697044;0.3489591
03-01-04-02-02-02-02.wav;Sad;0.13987967;0.03883589;-0.05056112;-0.1972958;0.002640347;0.32998723;0.3481216
03-01-05-01-01-01-02.wav;Angry;0.1472641;0.04277849;-0.047260433;-0.19731022;0.0034677517;0.5186564;0.4006318
03-01-05-01-01-02-02.wav;Angry;0.16051552;0.04234187;-0.05306943;-0.20926458;0.0042177243;0.49245372;0.33606645
03-01-05-01-02-01-02.wav;Angry;0.14711604;0.04133629;-0.048949897;-0.20112047;0.0035696225;0.47396466;0.33643407
03-01-05-01-02-02-02.wav;Angry;0.13915841;0.035573635;-0.050079927;-0.19380933;0.005107864;0.3935933;0.31907415
03-01-05-02-01-01-02.wav;Angry;0.107414186;0.02770464;-0.051305465;-0.18720232;0.0040567154;0.48780042;0.27062774
03-01-05-02-01-02-02.wav;Angry;0.12807809;0.032572117;-0.051087085;-0.1989579;0.0036783386;0.4780751;0.2904273
03-01-05-02-02-01-02.wav;Angry;0.12598492;0.028743198;-0.053809542;-0.19890414;0.0032911936;0.49891016;0.22632684
03-01-05-02-02-02-02.wav;Angry;0.12064078;0.02921446;-0.051871732;-0.19359297;0.004750189;0.4657667;0.22536387
03-01-06-01-01-01-02.wav;Fearful;0.09473434;0.020427117;-0.05361932;-0.18804327;0.002899041;0.28421435;0.3091253
03-01-06-01-01-02-02.wav;Fearful;0.09531945;0.02088823;-0.04971784;-0.18355258;0.0026016084;0.26982778;0.30162227
03-01-06-01-02-01-02.wav;Fearful;0.109295584;0.025994256;-0.0536796;-0.18917513;0.0022498632;0.38291857;0.30392736
03-01-06-01-02-02-02.wav;Fearful;0.10963662;0.027121851;-0.052651413;-0.19374606;0.0015902452;0.332824;0.29960907
03-01-06-02-01-01-02.wav;Fearful;0.0900244;0.014408806;-0.055204667;-0.18165545;0.0054200348;0.35923025;0.27343586
03-01-06-02-01-02-02.wav;Fearful;0.095587805;0.019136585;-0.057005573;-0.19107167;0.0047803293;0.3374499;0.2733523
03-01-06-02-02-01-02.wav;Fearful;0.08956169;0.017944979;-0.054208126;-0.1837724;0.0034714034;0.4328852;0.27346098
03-01-06-02-02-02-02.wav;Fearful;0.096771844;0.020025242;-0.05431577;-0.18786982;0.0030791478;0.49958953;0.26645315
03-01-07-01-01-01-02.wav;Disgust;0.12940681;0.03772866;-0.04738725;-0.19540817;0.004450111;0.3447112;0.3746803
03-01-07-01-01-02-02.wav;Disgust;0.121740885;0.03261537;-0.046470225;-0.19379286;0.0056411303;0.3164901;0.3876632
03-01-07-01-02-01-02.wav;Disgust;0.13781705;0.03527427;-0.049293246;-0.1955758;0.004680369;0.3219778;0.381676
03-01-07-01-02-02-02.wav;Disgust;0.15713069;0.042820018;-0.05020874;-0.20317261;0.0033244435;0.3115218;0.36388725
03-01-07-02-01-01-02.wav;Disgust;0.1297015;0.035637103;-0.04809728;-0.19504452;0.008467516;0.28099257;0.35262716
03-01-07-02-01-02-02.wav;Disgust;0.13653022;0.032030996;-0.052960604;-0.20217982;0.009151441;0.43899438;0.34443647
03-01-07-02-02-01-02.wav;Disgust;0.13302772;0.033763126;-0.051206622;-0.19658981;0.0026007341;0.32520404;0.34121063
03-01-07-02-02-02-02.wav;Disgust;0.12448661;0.033249404;-0.050384756;-0.19401142;0.0065715453;0.40855294;0.34706908
03-01-08-01-01-01-02.wav;Surprised;0.12055948;0.030248549;-0.04891686;-0.19040655;0.00247961;0.6192622;0.4020185
03-01-08-01-01-02-02.wav;Surprised;0.16215271;0.043877024;-0.050457336;-0.20629285;0.0022620307;0.4356211;0.3466889
03-01-08-01-02-01-02.wav;Surprised;0.15005495;0.041270204;-0.048114613;-0.20083776;0.0015672062;0.4608474;0.33078098
03-01-08-01-02-02-02.wav;Surprised;0.14292581;0.037274104;-0.05085036;-0.2031374;0.001186874;0.48065844;0.3292739
03-01-08-02-01-01-02.wav;Surprised;0.13106266;0.035975236;-0.051288225;-0.19435835;0.0028952647;0.5303737;0.37272614
03-01-08-02-01-02-02.wav;Surprised;0.13646752;0.032622516;-0.052316494;-0.20135333;0.0028909096;0.54681087;0.31610978
03-01-08-02-02-01-02.wav;Surprised;0.14599282;0.039001327;-0.053608403;-0.20606364;0.0022948347;0.54708815;0.31249127
03-01-08-02-02-02-02.wav;Surprised;0.12810226;0.033184703;-0.0506885;-0.19201928;0.0020701203;0.3167893;0.3034648
03-01-01-01-01-01-03.wav;Neutral;0.1368088;0.037810434;-0.049331192;-0.2017181;0.0044075605;0.40966526;0.41272947
03-01-01-01-01-02-03.wav;Neutral;0.111447684;0.028925175;-0.047803536;-0.18497041;0.00477039;0.6780058;0.46272278
03-01-01-01-02-01-03.wav;Neutral;0.13206105;0.032581277;-0.05017095;-0.20186655;0.003324256;0.4830573;0.4095844
03-01-01-01-02-02-03.wav;Neutral;0.12630312;0.03471845;-0.049947005;-0.19446087;0.003573127;0.44960222;0.39182842
03-01-02-01-01-01-03.wav;Calm;0.1295677;0.034204826;-0.04885781;-0.19499698;0.005578937;0.3948103;0.5039621
03-01-02-01-01-02-03.wav;Calm;0.12533408;0.03511659;-0.047927763;-0.19108461;0.005956356;0.33323985;0.48610792
03-01-02-01-02-01-03.wav;Calm;0.13901037;0.037026852;-0.04961273;-0.1993941;0.0043007988;0.436198;0.5054508
03-01-02-01-02-02-03.wav;Calm;0.14167167;0.036200125;-0.049536128;-0.2020477;0.0041834908;0.6151627;0.5496182
03-01-02-02-01-01-03.wav;Calm;0.09525503;0.024837663;-0.046282593;-0.178117;0.018485732;0.5650708;0.5622743
03-01-02-02-01-02-03.wav;Calm;0.096432604;0.024025125;-0.049502056;-0.18318439;0.006181465;0.48979717;0.49689063
03-01-02-02-02-01-03.wav;Calm;0.11281134;0.029364105;-0.04750254;-0.18651909;0.004569426;0.6802666;0.6363778
03-01-02-02-02-02-03.wav;Calm;0.1046254;0.027510801;-0.048433136;-0.18514086;0.0044687665;0.6565383;0.5521894
03-01-03-01-01-01-03.wav;Happy;0.1100096;0.029893992;-0.046453565;-0.18856354;0.005190966;0.35497472;0.48667243
03-01-03-01-01-02-03.wav;Happy;0.09603507;0.025033303;-0.04689435;-0.18026964;0.003798431;0.41367036;0.37562868
03-01-03-01-02-01-03.wav;Happy;0.11484948;0.028719585;-0.048557203;-0.1931807;0.00200492;0.2994404;0.36697134
03-01-03-01-02-02-03.wav;Happy;0.104032315;0.025952697;-0.04631829;-0.17737868;0.0025874858;0.28652328;0.39397258
03-01-03-02-01-01-03.wav;Happy;0.09181398;0.022562088;-0.048422832;-0.1804302;0.0054533025;0.38699704;0.36955622
03-01-03-02-01-02-03.wav;Happy;0.082360186;0.018012702;-0.048588607;-0.17356597;0.0057426286;0.3462839;0.33396575
03-01-03-02-02-01-03.wav;Happy;0.088982835;0.022941891;-0.04661936;-0.17990817;0.007887476;0.52910566;0.396744
03-01-03-02-02-02-03.wav;Happy;0.08429682;0.021516673;-0.047592357;-0.17828737;0.00457956;0.5645016;0.45340905
03-01-04-01-01-01-03.wav;Sad;0.12726223;0.033163756;-0.050983682;-0.20172659;0.006543942;0.46392253;0.47648564
03-01-04-01-01-02-03.wav;Sad;0.13375555;0.032967735;-0.051191952;-0.2076589;0.0075618974;0.64078516;0.679698
03-01-04-01-02-01-03.wav;Sad;0.12843983;0.03153475;-0.05030584;-0.19843714;0.0055842684;0.66650146;0.715722
03-01-04-01-02-02-03.wav;Sad;0.12892474;0.03459282;-0.051409215;-0.19619894;0.0085215075;0.61292845;0.73782027
03-01-04-02-01-01-03.wav;Sad;0.116899416;0.03323079;-0.04659178;-0.18810226;0.00765555;0.34556562;0.34947157
03-01-04-02-01-02-03.wav;Sad;0.09886948;0.025204163;-0.04564266;-0.17744729;0.0044525485;0.33342257;0.379567
03-01-04-02-02-01-03.wav;Sad;0.07971711;0.01648807;-0.04994497;-0.17519058;0.010010197;0.73372525;0.5753606
03-01-04-02-02-02-03.wav;Sad;0.10438086;0.023281338;-0.049323916;-0.1877913;0.009002356;0.7335335;0.84332216
03-01-05-01-01-01-03.wav;Angry;0.109997064;0.02870027;-0.047958948;-0.18962982;0.007098867;0.34691462;0.48015806
03-01-05-01-01-02-03.wav;Angry;0.08949211;0.020576168;-0.049455;-0.18351053;0.006700625;0.33842787;0.5229178
03-01-05-01-02-01-03.wav;Angry;0.09009521;0.01922922;-0.048833065;-0.1816728;0.00627491;0.30303583;0.41086507
03-01-05-01-02-02-03.wav;Angry;0.08313513;0.01806246;-0.04775725;-0.1746971;0.0029664924;0.29890108;0.37730125
03-01-05-02-01-01-03.wav;Angry;0.06881423;0.011088406;-0.051324856;-0.17543814;0.005476558;0.7464298;0.55018336
03-01-05-02-01-02-03.wav;Angry;0.07333194;0.013833745;-0.05182166;-0.17662531;0.006174854;0.6757239;0.57040346
03-01-05-02-02-01-03.wav;Angry;0.07827119;0.016781941;-0.047916193;-0.17339694;0.006640109;0.6825033;0.44847012
03-01-05-02-02-02-03.wav;Angry;0.07818897;0.016314583;-0.051332667;-0.17790663;0.00861376;0.6153369;0.48267874
03-01-06-01-01-01-03.wav;Fearful;0.15233062;0.042852815;-0.05047707;-0.20299678;0.008704618;0.45172364;0.48877245
03-01-06-01-01-02-03.wav;Fearful;0.109377585;0.029140515;-0.04664632;-0.18308347;0.008937504;0.26092243;0.42677405
03-01-06-01-02-01-03.wav;Fearful;0.14800987;0.042470675;-0.047829133;-0.1983752;0.004024192;0.3537992;0.4097101
03-01-06-01-02-02-03.wav;Fearful;0.111257285;0.027096132;-0.050028972;-0.18915688;0.004535474;0.60630965;0.59914595
03-01-06-02-01-01-03.wav;Fearful;0.08417267;0.017543219;-0.050674923;-0.18233065;0.017098324;0.7832732;0.82436895
03-01-06-02-01-02-03.wav;Fearful;0.07245084;0.012844019;-0.050506797;-0.17418993;0.010354076;0.57793486;0.5053912
03-01-06-02-02-01-03.wav;Fearful;0.077527076;0.015550669;-0.04934556;-0.17729214;0.005444158;0.7273137;0.59636766
03-01-06-02-02-02-03.wav;Fearful;0.07214756;0.014214618;-0.04767457;-0.17035913;0.004701813;0.562331;0.5630488
03-01-07-01-01-01-03.wav;Disgust;0.1019371;0.026305513;-0.04739308;-0.18222935;0.010402232;0.29572228;0.39670616
03-01-07-01-01-02-03.wav;Disgust;0.13637896;0.038456522;-0.049458534;-0.20120032;0.008353134;0.33162257;0.42243057
03-01-07-01-02-01-03.wav;Disgust;0.108398326;0.026997248;-0.04855437;-0.18666284;0.0020520715;0.49028447;0.47639468
03-01-07-01-02-02-03.wav;Disgust;0.104139045;0.027059833;-0.048988253;-0.1867378;0.006605263;0.28941008;0.40275636
03-01-07-02-01-01-03.wav;Disgust;0.116167106;0.031961653;-0.045586783;-0.18992239;0.008062534;0.3566436;0.43017244
03-01-07-02-01-02-03.wav;Disgust;0.09878889;0.024228906;-0.0465297;-0.1804773;0.016252002;0.2879491;0.432019
03-01-07-02-02-01-03.wav;Disgust;0.12493934;0.03658284;-0.04683466;-0.19071427;0.01396192;0.2954535;0.36862555
03-01-07-02-02-02-03.wav;Disgust;0.090089805;0.022202402;-0.047043998;-0.1761349;0.007794011;0.318891;0.37208977
03-01-08-01-01-01-03.wav;Surprised;0.11034459;0.026690235;-0.050193164;-0.19173479;0.0044732247;0.32734498;0.38310185
03-01-08-01-01-02-03.wav;Surprised;0.12394709;0.029343642;-0.05197492;-0.1985662;0.002059405;0.6643843;0.67857134
03-01-08-01-02-01-03.wav;Surprised;0.13353561;0.034146074;-0.05160417;-0.20012984;0.0011355169;0.4161695;0.38008472
03-01-08-01-02-02-03.wav;Surprised;0.10664848;0.025108369;-0.049385726;-0.18682185;0.0032314805;0.43666455;0.4868574
03-01-08-02-01-01-03.wav;Surprised;0.12237114;0.032503117;-0.04933492;-0.19720285;0.0034176353;0.45759386;0.3612391
03-01-08-02-01-02-03.wav;Surprised;0.108972475;0.026039734;-0.051153965;-0.19033839;0.003957169;0.50997645;0.5173605
03-01-08-02-02-01-03.wav;Surprised;0.11464975;0.02662577;-0.05139338;-0.19252579;0.0029470634;0.5915724;0.50292456
03-01-08-02-02-02-03.wav;Surprised;0.12590413;0.030830877;-0.050381295;-0.19905695;0.0026734138;0.41208833;0.37477943
03-01-01-01-01-01-04.wav;Neutral;0.17049928;0.044076413;-0.051699337;-0.2111946;0.0033536216;0.3264114;0.397692
03-01-01-01-01-02-04.wav;Neutral;0.16875903;0.049213197;-0.04802698;-0.20518409;0.0037159212;0.2697913;0.39731762
03-01-01-01-02-01-04.wav;Neutral;0.16604629;0.046379216;-0.05085147;-0.20461461;0.0023597118;0.29803607;0.38266742
03-01-01-01-02-02-04.wav;Neutral;0.1650818;0.047481555;-0.04909847;-0.20859867;0.002678767;0.3040494;0.39845505
03-01-02-01-01-01-04.wav;Calm;0.14374013;0.0401409;-0.048187762;-0.19729923;0.004123441;0.4577513;0.4019568
03-01-02-01-01-02-04.wav;Calm;0.1408316;0.03712123;-0.049444485;-0.19904603;0.0027727576;0.44894856;0.39347988
03-01-02-01-02-01-04.wav;Calm;0.12384212;0.033163223;-0.04966799;-0.18990295;0.0029649101;0.52573174;0.41081095
03-01-02-01-02-02-04.wav;Calm;0.12374018;0.033831034;-0.047251195;-0.18895537;0.0036843212;0.48553535;0.41112548
03-01-02-02-01-01-04.wav;Calm;0.13791217;0.036228865;-0.050892275;-0.20033957;0.0052915458;0.23458461;0.4172566
03-01-02-02-01-02-04.wav;Calm;0.11828149;0.03150724;-0.049168117;-0.18856162;0.004122418;0.3266038;0.39933947
03-01-02-02-02-01-04.wav;Calm;0.11150588;0.02789324;-0.047145125;-0.18732528;0.008396432;0.6052374;0.44854504
03-01-02-02-02-02-04.wav;Calm;0.15527014;0.039806142;-0.052512765;-0.2071985;0.0019304509;0.28138748;0.4047305
03-01-03-01-01-01-04.wav;Happy;0.15594827;0.04380401;-0.05242765;-0.2018011;0.0035709497;0.2928634;0.36307138
03-01-03-01-01-02-04.wav;Happy;0.16234066;0.04306109;-0.050921746;-0.21416333;0.0030014985;0.34294194;0.3265851
03-01-03-01-02-01-04.wav;Happy;0.14858726;0.03592958;-0.05314762;-0.20199114;0.0010943817;0.35033607;0.364189
03-01-03-01-02-02-04.wav;Happy;0.18393318;0.05101088;-0.051249877;-0.22243682;0.0015978499;0.37459964;0.33231843
03-01-03-02-01-01-04.wav;Happy;0.10429331;0.020671105;-0.05466907;-0.19275592;0.003545639;0.54814076;0.3139986
03-01-03-02-01-02-04.wav;Happy;0.09629179;0.024778992;-0.05040843;-0.18564539;0.0028421215;0.5321138;0.30264392
03-01-03-02-02-01-04.wav;Happy;0.12613118;0.03117384;-0.048761275;-0.19716989;0.0036718915;0.31600288;0.29227418
03-01-03-02-02-02-04.wav;Happy;0.11549179;0.026374556;-0.051903035;-0.19635539;0.0033109118;0.5016769;0.28230807
03-01-04-01-01-01-04.wav;Sad;0.18976071;0.05054844;-0.052491177;-0.21928784;0.004212582;0.37288177;0.41517478
03-01-04-01-01-02-04.wav;Sad;0.13433227;0.036374554;-0.04909605;-0.19166411;0.00353501;0.34034416;0.35520092
03-01-04-01-02-01-04.wav;Sad;0.12300625;0.034741245;-0.046269853;-0.1887973;0.0014235621;0.38039657;0.3266624
03-01-04-01-02-02-04.wav;Sad;0.1560583;0.04386842;-0.052154906;-0.21369088;0.002102306;0.3514715;0.3214771
03-01-04-02-01-01-04.wav;Sad;0.12031975;0.026544064;-0.053223412;-0.19189502;0.0032874863;0.38649437;0.28920186
03-01-04-02-01-02-04.wav;Sad;0.14538638;0.037101734;-0.052921068;-0.20248747;0.0045684394;0.5630189;0.31478396
03-01-04-02-02-01-04.wav;Sad;0.10693929;0.022593834;-0.055767532;-0.20007066;0.0051718405;0.35038772;0.25389758
03-01-04-02-02-02-04.wav;Sad;0.09961102;0.022131123;-0.052599464;-0.19226272;0.0066456906;0.579558;0.2793217
03-01-05-01-01-01-04.wav;Angry;0.13631569;0.038262643;-0.049742937;-0.19661269;0.0043076654;0.31359228;0.33184072
03-01-05-01-01-02-04.wav;Angry;0.15180549;0.04155757;-0.04946304;-0.20009296;0.0032793505;0.33875474;0.3252939
03-01-05-01-02-01-04.wav;Angry;0.13537946;0.03723296;-0.050239485;-0.19883667;0.0033647255;0.32912406;0.32826078
