;File;No. Samples;Sample Rate
214;03-01-05-02-02-01-04.wav;81667;9999.949
215;03-01-05-02-02-02-04.wav;84610;10000.03
216;03-01-06-01-01-01-04.wav;72838;9999.968
217;03-01-06-01-01-02-04.wav;71367;10000.004
218;03-01-06-01-02-01-04.wav;76517;9999.831
219;03-01-06-01-02-02-04.wav;76517;9999.831
220;03-01-06-02-01-01-04.wav;86817;9999.8
221;03-01-06-02-01-02-04.wav;75045;9999.996
222;03-01-06-02-02-01-04.wav;79460;9999.922
223;03-01-06-02-02-02-04.wav;78724;9999.861
224;03-01-07-01-01-01-04.wav;86082;9999.883
225;03-01-07-01-01-02-04.wav;86081;9999.999
226;03-01-07-01-02-01-04.wav;83139;9999.798
227;03-01-07-01-02-02-04.wav;83875;9999.855
228;03-01-07-02-01-01-04.wav;88289;9999.909
229;03-01-07-02-01-02-04.wav;89025;9999.963
230;03-01-07-02-02-01-04.wav;85346;9999.827
231;03-01-07-02-02-02-04.wav;86817;9999.8
232;03-01-08-01-01-01-04.wav;71367;10000.004
233;03-01-08-01-01-02-04.wav;73574;10000.032
234;03-01-08-01-02-01-04.wav;80195;9999.831
235;03-01-08-01-02-02-04.wav;75781;9999.768
236;03-01-08-02-01-01-04.wav;80931;9999.891
237;03-01-08-02-01-02-04.wav;78724;9999.861
238;03-01-08-02-02-01-04.wav;76517;9999.831
239;03-01-08-02-02-02-04.wav;77988;9999.8
240;03-01-01-01-01-01-05.wav;79460;9999.922
241;03-01-01-01-01-02-05.wav;80196;9999.981
242;03-01-01-01-02-01-05.wav;68423;10000.052
243;03-01-01-01-02-02-05.wav;79460;9999.922
244;03-01-02-01-01-01-05.wav;89024;9999.827
245;03-01-02-01-01-02-05.wav;90496;9999.935
246;03-01-02-01-02-01-05.wav;91232;9999.986
247;03-01-02-01-02-02-05.wav;93439;10000.009
248;03-01-02-02-01-01-05.wav;104475;10000.01
249;03-01-02-02-01-02-05.wav;99325;9999.922
250;03-01-02-02-02-01-05.wav;105211;9999.845
251;03-01-02-02-02-02-05.wav;94910;9999.98
252;03-01-03-01-01-01-05.wav;88289;9999.909
253;03-01-03-01-01-02-05.wav;71367;10000.004
254;03-01-03-01-02-01-05.wav;74309;9999.933
255;03-01-03-01-02-02-05.wav;83139;9999.798
256;03-01-03-02-01-01-05.wav;91232;9999.986
257;03-01-03-02-01-02-05.wav;85346;9999.827
258;03-01-03-02-02-01-05.wav;79460;9999.922
259;03-01-03-02-02-02-05.wav;75045;9999.996
260;03-01-04-01-01-01-05.wav;72103;9999.764
261;03-01-04-01-01-02-05.wav;80195;9999.831
262;03-01-04-01-02-01-05.wav;68424;9999.905
263;03-01-04-01-02-02-05.wav;81667;9999.949
264;03-01-04-02-01-01-05.wav;77988;9999.8
265;03-01-04-02-01-02-05.wav;72103;9999.764
266;03-01-04-02-02-01-05.wav;72102;9999.902
267;03-01-04-02-02-02-05.wav;69160;9999.975
268;03-01-05-01-01-01-05.wav;85346;9999.827
269;03-01-05-01-01-02-05.wav;83874;9999.975
270;03-01-05-01-02-01-05.wav;89760;9999.882
271;03-01-05-01-02-02-05.wav;97117;10000.002
272;03-01-05-02-01-01-05.wav;75045;9999.996
273;03-01-05-02-01-02-05.wav;78724;9999.861
274;03-01-05-02-02-01-05.wav;80195;9999.831
275;03-01-05-02-02-02-05.wav;80196;9999.981
276;03-01-06-01-01-01-05.wav;69160;9999.975
277;03-01-06-01-01-02-05.wav;74309;9999.933
278;03-01-06-01-02-01-05.wav;69159;9999.801
279;03-01-06-01-02-02-05.wav;67688;9999.835
280;03-01-06-02-01-01-05.wav;71367;10000.004
281;03-01-06-02-01-02-05.wav;78724;9999.861
282;03-01-06-02-02-01-05.wav;71367;10000.004
283;03-01-06-02-02-02-05.wav;68424;9999.905
284;03-01-07-01-01-01-05.wav;95646;9999.799
285;03-01-07-01-01-02-05.wav;90496;9999.935
286;03-01-07-01-02-01-05.wav;86081;9999.999
287;03-01-07-01-02-02-05.wav;82403;10000.007
288;03-01-07-02-01-01-05.wav;95646;9999.799
289;03-01-07-02-01-02-05.wav;86081;9999.999
290;03-01-07-02-02-01-05.wav;94175;9999.824
291;03-01-07-02-02-02-05.wav;100061;9999.97
292;03-01-08-01-01-01-05.wav;82403;10000.007
293;03-01-08-01-01-02-05.wav;80931;9999.891
294;03-01-08-01-02-01-05.wav;67688;9999.835
295;03-01-08-01-02-02-05.wav;81667;9999.949
296;03-01-08-02-01-01-05.wav;91232;9999.986
297;03-01-08-02-01-02-05.wav;90496;9999.935
298;03-01-08-02-02-01-05.wav;80931;9999.891
299;03-01-08-02-02-02-05.wav;77989;9999.954
300;03-01-01-01-01-01-06.wav;73574;10000.032
301;03-01-01-01-01-02-06.wav;79460;9999.922
302;03-01-01-01-02-01-06.wav;75045;9999.996
303;03-01-01-01-02-02-06.wav;75781;9999.768
304;03-01-02-01-01-01-06.wav;89024;9999.827
305;03-01-02-01-01-02-06.wav;90496;9999.935
306;03-01-02-01-02-01-06.wav;87553;9999.8545
307;03-01-02-01-02-02-06.wav;92703;9999.958
308;03-01-02-02-01-01-06.wav;99325;9999.922
309;03-01-02-02-01-02-06.wav;102268;9999.99
310;03-01-02-02-02-01-06.wav;95646;9999.799
311;03-01-02-02-02-02-06.wav;105211;9999.845
312;03-01-03-01-01-01-06.wav;77988;9999.8
313;03-01-03-01-01-02-06.wav;79460;9999.922
314;03-01-03-01-02-01-06.wav;76517;9999.831
315;03-01-03-01-02-02-06.wav;75781;9999.768
316;03-01-03-02-01-01-06.wav;77253;9999.894
317;03-01-03-02-01-02-06.wav;76517;9999.831
318;03-01-03-02-02-01-06.wav;78724;9999.861
319;03-01-03-02-02-02-06.wav;79460;9999.922
320;03-01-04-01-01-01-06.wav;78724;9999.861
321;03-01-04-01-01-02-06.wav;79460;9999.922
322;03-01-04-01-02-01-06.wav;76517;9999.831
323;03-01-04-01-02-02-06.wav;75781;9999.768
324;03-01-04-02-01-01-06.wav;92703;9999.958
325;03-01-04-02-01-02-06.wav;90496;9999.935
326;03-01-04-02-02-01-06.wav;101532;9999.944
327;03-01-04-02-02-02-06.wav;89024;9999.827
328;03-01-05-01-01-01-06.wav;83139;9999.798
329;03-01-05-01-01-02-06.wav;87553;9999.8545
330;03-01-05-01-02-01-06.wav;92703;9999.958
331;03-01-05-01-02-02-06.wav;86081;9999.999
332;03-01-05-02-01-01-06.wav;90496;9999.935
333;03-01-05-02-01-02-06.wav;92703;9999.958
334;03-01-05-02-02-01-06.wav;97853;9999.825
335;03-01-05-02-02-02-06.wav;98589;9999.874
336;03-01-06-01-01-01-06.wav;80195;9999.831
337;03-01-06-01-01-02-06.wav;75781;9999.768
338;03-01-06-01-02-01-06.wav;78725;10000.015
339;03-01-06-01-02-02-06.wav;77253;9999.894
340;03-01-06-02-01-01-06.wav;80196;9999.981
341;03-01-06-02-01-02-06.wav;79460;9999.922
342;03-01-06-02-02-01-06.wav;82403;10000.007
343;03-01-06-02-02-02-06.wav;82403;10000.007
344;03-01-07-01-01-01-06.wav;77253;9999.894
345;03-01-07-01-01-02-06.wav;94175;9999.824
346;03-01-07-01-02-01-06.wav;82403;10000.007
347;03-01-07-01-02-02-06.wav;86817;9999.8
348;03-01-07-02-01-01-06.wav;94911;9999.875
349;03-01-07-02-01-02-06.wav;86817;9999.8
350;03-01-07-02-02-01-06.wav;89024;9999.827
351;03-01-07-02-02-02-06.wav;87553;9999.8545
352;03-01-08-01-01-01-06.wav;71367;10000.004
353;03-01-08-01-01-02-06.wav;71367;10000.004
354;03-01-08-01-02-01-06.wav;70631;9999.9375
355;03-01-08-01-02-02-06.wav;69159;9999.801
356;03-01-08-02-01-01-06.wav;71367;10000.004
357;03-01-08-02-01-02-06.wav;74310;9999.798
358;03-01-08-02-02-01-06.wav;72839;9999.83
359;03-01-08-02-02-02-06.wav;70631;9999.9375
360;03-01-01-01-01-01-07.wav;86082;9999.883
361;03-01-01-01-01-02-07.wav;83875;9999.855
362;03-01-01-01-02-01-07.wav;91231;9999.8545
363;03-01-01-01-02-02-07.wav;82403;10000.007
364;03-01-02-01-01-01-07.wav;76517;9999.831
365;03-01-02-01-01-02-07.wav;82403;10000.007
366;03-01-02-01-02-01-07.wav;77253;9999.894
367;03-01-02-01-02-02-07.wav;77989;9999.954
368;03-01-02-02-01-01-07.wav;88289;9999.909
369;03-01-02-02-01-02-07.wav;85346;9999.827
370;03-01-02-02-02-01-07.wav;94175;9999.824
371;03-01-02-02-02-02-07.wav;90496;9999.935
372;03-01-03-01-01-01-07.wav;77253;9999.894
373;03-01-03-01-01-02-07.wav;76517;9999.831
374;03-01-03-01-02-01-07.wav;75045;9999.996
375;03-01-03-01-02-02-07.wav;75045;9999.996
376;03-01-03-02-01-01-07.wav;90496;9999.935
377;03-01-03-02-01-02-07.wav;89024;9999.827
378;03-01-03-02-02-01-07.wav;89025;9999.963
379;03-01-03-02-02-02-07.wav;84610;10000.03
380;03-01-04-01-01-01-07.wav;77989;9999.954
381;03-01-04-01-01-02-07.wav;79460;9999.922
382;03-01-04-01-02-01-07.wav;77989;9999.954
383;03-01-04-01-02-02-07.wav;85345;9999.944
384;03-01-04-02-01-01-07.wav;86817;9999.8
385;03-01-04-02-01-02-07.wav;84610;10000.03
386;03-01-04-02-02-01-07.wav;80196;9999.981
387;03-01-04-02-02-02-07.wav;84610;10000.03
388;03-01-05-01-01-01-07.wav;88289;9999.909
389;03-01-05-01-01-02-07.wav;87553;9999.8545
390;03-01-05-01-02-01-07.wav;88289;9999.909
391;03-01-05-01-02-02-07.wav;88289;9999.909
392;03-01-05-02-01-01-07.wav;79460;9999.922
393;03-01-05-02-01-02-07.wav;88289;9999.909
394;03-01-05-02-02-01-07.wav;84610;10000.03
395;03-01-05-02-02-02-07.wav;95646;9999.799
396;03-01-06-01-01-01-07.wav;75781;9999.768
397;03-01-06-01-01-02-07.wav;77253;9999.894
398;03-01-06-01-02-01-07.wav;75781;9999.768
399;03-01-06-01-02-02-07.wav;74310;9999.798
400;03-01-06-02-01-01-07.wav;80196;9999.981
401;03-01-06-02-01-02-07.wav;76517;9999.831
402;03-01-06-02-02-01-07.wav;75045;9999.996
403;03-01-06-02-02-02-07.wav;77253;9999.894
404;03-01-07-01-01-01-07.wav;77988;9999.8
405;03-01-07-01-01-02-07.wav;77253;9999.894
406;03-01-07-01-02-01-07.wav;75781;9999.768
407;03-01-07-01-02-02-07.wav;77988;9999.8
408;03-01-07-02-01-01-07.wav;91232;9999.986
409;03-01-07-02-01-02-07.wav;97117;10000.002
410;03-01-07-02-02-01-07.wav;91231;9999.8545
411;03-01-07-02-02-02-07.wav;105210;9999.94
412;03-01-08-01-01-01-07.wav;76517;9999.831
413;03-01-08-01-01-02-07.wav;77989;9999.954
414;03-01-08-01-02-01-07.wav;75781;9999.768
415;03-01-08-01-02-02-07.wav;75781;9999.768
416;03-01-08-02-01-01-07.wav;85346;9999.827
417;03-01-08-02-01-02-07.wav;80195;9999.831
418;03-01-08-02-02-01-07.wav;75781;9999.768
419;03-01-08-02-02-02-07.wav;76517;9999.831
420;03-01-01-01-01-01-08.wav;77253;9999.894
421;03-01-01-01-01-02-08.wav;80196;9999.981
422;03-01-01-01-02-01-08.wav;77988;9999.8
423;03-01-01-01-02-02-08.wav;77253;9999.894
424;03-01-02-01-01-01-08.wav;79460;9999.922
425;03-01-02-01-01-02-08.wav;75046;9999.862
426;03-01-02-01-02-01-08.wav;76517;9999.831
427;03-01-02-01-02-02-08.wav;76517;9999.831
428;03-01-02-02-01-01-08.wav;80195;9999.831
429;03-01-02-02-01-02-08.wav;82403;10000.007
430;03-01-02-02-02-01-08.wav;80931;9999.891
431;03-01-02-02-02-02-08.wav;83875;9999.855
432;03-01-03-01-01-01-08.wav;77253;9999.894
433;03-01-03-01-01-02-08.wav;75781;9999.768
434;03-01-03-01-02-01-08.wav;76517;9999.831
435;03-01-03-01-02-02-08.wav;75781;9999.768
436;03-01-03-02-01-01-08.wav;83138;9999.918
437;03-01-03-02-01-02-08.wav;86081;9999.999
438;03-01-03-02-02-01-08.wav;84610;10000.03
439;03-01-03-02-02-02-08.wav;86817;9999.8
440;03-01-04-01-01-01-08.wav;92703;9999.958
441;03-01-04-01-01-02-08.wav;85345;9999.944
442;03-01-04-01-02-01-08.wav;78725;10000.015
443;03-01-04-01-02-02-08.wav;79460;9999.922
444;03-01-04-02-01-01-08.wav;83138;9999.918
445;03-01-04-02-01-02-08.wav;86817;9999.8
446;03-01-04-02-02-01-08.wav;80931;9999.891
447;03-01-04-02-02-02-08.wav;81667;9999.949
448;03-01-05-01-01-01-08.wav;81667;9999.949
449;03-01-05-01-01-02-08.wav;79460;9999.922
450;03-01-05-01-02-01-08.wav;77989;9999.954
451;03-01-05-01-02-02-08.wav;78724;9999.861
452;03-01-05-02-01-01-08.wav;87553;9999.8545
453;03-01-05-02-01-02-08.wav;83139;9999.798
454;03-01-05-02-02-01-08.wav;79460;9999.922
455;03-01-05-02-02-02-08.wav;80195;9999.831
456;03-01-06-01-01-01-08.wav;87553;9999.8545
457;03-01-06-01-01-02-08.wav;80931;9999.891
458;03-01-06-01-02-01-08.wav;83139;9999.798
459;03-01-06-01-02-02-08.wav;80931;9999.891
460;03-01-06-02-01-01-08.wav;87553;9999.8545
461;03-01-06-02-01-02-08.wav;86081;9999.999
462;03-01-06-02-02-01-08.wav;85345;9999.944
463;03-01-06-02-02-02-08.wav;86817;9999.8
464;03-01-07-01-01-01-08.wav;86081;9999.999
465;03-01-07-01-01-02-08.wav;80931;9999.891
466;03-01-07-01-02-01-08.wav;86817;9999.8
467;03-01-07-01-02-02-08.wav;84610;10000.03
468;03-01-07-02-01-01-08.wav;89760;9999.882
469;03-01-07-02-01-02-08.wav;83139;9999.798
470;03-01-07-02-02-01-08.wav;82403;10000.007
471;03-01-07-02-02-02-08.wav;85345;9999.944
472;03-01-08-01-01-01-08.wav;81667;9999.949
473;03-01-08-01-01-02-08.wav;83874;9999.975
474;03-01-08-01-02-01-08.wav;83139;9999.798
475;03-01-08-01-02-02-08.wav;77989;9999.954
476;03-01-08-02-01-01-08.wav;84610;10000.03
477;03-01-08-02-01-02-08.wav;81667;9999.949
478;03-01-08-02-02-01-08.wav;83874;9999.975
479;03-01-08-02-02-02-08.wav;85346;9999.827
480;03-01-01-01-01-01-09.wav;72103;9999.764
481;03-01-01-01-01-02-09.wav;70631;9999.9375
482;03-01-01-01-02-01-09.wav;73574;10000.032
483;03-01-01-01-02-02-09.wav;71367;10000.004
484;03-01-02-01-01-01-09.wav;73574;10000.032
485;03-01-02-01-01-02-09.wav;73574;10000.032
486;03-01-02-01-02-01-09.wav;76517;9999.831
487;03-01-02-01-02-02-09.wav;78724;9999.861
488;03-01-02-02-01-01-09.wav;73574;10000.032
489;03-01-02-02-01-02-09.wav;75781;9999.768
490;03-01-02-02-02-01-09.wav;83874;9999.975
491;03-01-02-02-02-02-09.wav;80196;9999.981
492;03-01-03-01-01-01-09.wav;73574;10000.032
493;03-01-03-01-01-02-09.wav;77988;9999.8
494;03-01-03-01-02-01-09.wav;72838;9999.968
495;03-01-03-01-02-02-09.wav;76517;9999.831
496;03-01-03-02-01-01-09.wav;83139;9999.798
497;03-01-03-02-01-02-09.wav;91967;9999.906
498;03-01-03-02-02-01-09.wav;78725;10000.015
499;03-01-03-02-02-02-09.wav;78724;9999.861
500;03-01-04-01-01-01-09.wav;72103;9999.764
501;03-01-04-01-01-02-09.wav;75781;9999.768
502;03-01-04-01-02-01-09.wav;75045;9999.996
503;03-01-04-01-02-02-09.wav;75046;9999.862
504;03-01-04-02-01-01-09.wav;86817;9999.8
505;03-01-04-02-01-02-09.wav;86081;9999.999
506;03-01-04-02-02-01-09.wav;80196;9999.981
507;03-01-04-02-02-02-09.wav;85346;9999.827
508;03-01-05-01-01-01-09.wav;78724;9999.861
509;03-01-05-01-01-02-09.wav;78725;10000.015
510;03-01-05-01-02-01-09.wav;82403;10000.007
511;03-01-05-01-02-02-09.wav;77989;9999.954
512;03-01-05-02-01-01-09.wav;83875;9999.855
513;03-01-05-02-01-02-09.wav;83139;9999.798
514;03-01-05-02-02-01-09.wav;96382;9999.85
515;03-01-05-02-02-02-09.wav;87553;9999.8545
